STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
AK,2,"52,640","46,490","2,180","3,160","17,350","38,820","8,610","5,050","3,050",100,"1,890",850,110,"4,300","5,800","258,785","52,640","265,413","33,230","148,117","5,660","1,852","9,370","12,462","8,310","9,423",50,63,"4,840","10,139","2,990","1,212",680,"2,600","2,060","8,698",60,"17,650","38,347",90,398,470,"-1,453","5,480","6,628",50,11,20,253,300,"1,108",130,324,800,727,740,"2,147",30,86,"1,030","15,823",140,142,230,101,640,"2,073",810,"2,391",540,"4,116",490,594,"22,180","38,569","23,800","4,126",0,0,100,45,"2,220",320,460,7,30,4,210,48,40,4,"1,510",257,0,0,"3,890","2,443",790,"5,604",810,"5,538",60,28,"35,320","26,916","11,900","9,691","10,730","8,892","2,880","1,410","1,550","1,315",440,382,"22,040","3,805","25,560","6,408",0,0,0,0,"17,290","3,371","28,870","23,589"
AK,3,"60,930","43,400","6,540","9,260","21,450","87,960","25,940","3,580","1,470",330,"1,790",700,540,"11,910","8,520","1,061,197","60,930","1,077,694","52,100","801,949","6,850","4,986","9,820","18,943","8,490","13,896",120,87,"8,360","58,135","3,600","6,268","1,720","11,484","6,050","60,786",110,"17,950","47,375","2,620","5,256",940,-85,"11,290","16,497",250,53,70,389,710,"2,245",460,"1,460","3,140","2,833",470,"1,124",90,213,"2,760","43,986",500,465,750,429,"1,790","5,813","2,320","7,187","1,500","11,133","1,520","3,593","46,380","327,602","49,210","35,265",30,35,690,222,"15,460","5,229",580,26,570,156,"4,260","2,553","4,480",705,"6,170","1,726",150,37,"7,190","10,793","2,710","18,489","2,750","17,996","4,230","1,183","57,460","154,120","17,880","51,483","15,080","46,854","12,310","14,868","3,520","2,937","1,310","1,141","38,870","30,036","43,900","42,523",0,0,20,44,"7,080","7,452","52,110","118,035"
AK,4,"81,010","46,900","17,900","13,220","29,380","146,830","48,480","3,470","1,110",570,"1,800",400,510,"16,300","11,980","2,962,150","81,010","3,001,288","72,470","2,400,885","12,040","8,990","13,170","29,910","11,430","21,733",290,233,"10,080","102,225","5,880","15,106","3,190","30,784","10,590","184,433",190,"23,660","66,447","7,700","49,760","1,710","10,010","18,860","39,138",770,176,170,"1,767","1,130","4,499","1,240","4,651","8,700","9,034",700,"1,235",140,402,"8,730","137,959","1,850",934,"2,240","1,653","6,530","20,395","7,860","24,785","5,990","44,843","5,270","16,686","78,360","1,774,277","78,920","208,307",0,0,"2,590","1,440","31,720","28,894","1,460",103,"2,900","1,614","6,800","6,442","9,280","1,649","19,210","18,651",650,248,"7,890","19,689","4,350","28,028","4,450","29,113","8,420","3,443","79,170","360,331","17,630","37,451","14,430","31,609","13,290","20,472","4,350","3,571","1,450","1,550","65,970","179,413","69,420","204,407",10,17,0,0,"13,230","22,451","66,780","176,187"
AK,5,"52,310","24,010","20,070","6,440","21,840","107,070","34,710","1,550",450,320,790,0,150,"7,630","11,410","3,227,065","52,310","3,266,918","45,940","2,509,546","13,650","11,991","11,880","32,818","10,470","23,806",330,288,"8,140","89,066","6,910","24,446","3,780","45,752","10,760","294,388",210,"12,290","40,003","7,580","100,178","2,040","18,699","16,020","39,853","1,680",405,210,"1,971","1,070","5,420","1,240","5,242","7,140","7,889","1,300","1,790",170,531,"13,310","214,496","2,940","1,791","3,310","2,772","11,360","37,293","12,570","43,978","10,690","83,289","8,450","28,739","52,120","2,219,807","52,050","326,039",50,250,"1,190","1,732","20,390","31,147","2,110",274,"2,340","1,417","3,630","3,976","2,340",384,"14,880","24,184",920,398,"6,150","18,007","1,500","11,840","1,730","13,425","3,610","2,625","51,550","398,730",270,112,220,87,"2,420","3,819","2,340","2,009",460,663,"49,550","294,892","50,350","318,168",10,20,10,2,"12,910","31,168","38,490","107,838"
AK,6,"37,020","11,760","21,420","2,960","16,830","86,570","28,140",700,180,200,330,0,60,"4,130","9,710","3,211,678","37,020","3,245,609","32,450","2,413,115","13,070","13,060","10,220","32,639","9,210","23,784",390,339,"6,970","91,246","6,890","32,030","3,720","59,921","10,100","341,552",180,"6,660","24,106","6,530","111,462","2,070","26,011","11,240","33,931","1,430",365,230,"2,569",890,"5,130",960,"4,954","4,010","4,475",420,542,180,635,"13,570","245,131","3,330","2,207","3,690","3,482","12,260","44,115","13,160","51,761","11,500","98,215","9,340","39,419","36,970","2,369,288","36,930","371,584",120,264,520,"1,410","15,430","26,495","2,270",295,"2,140","1,346","2,900","3,022",0,0,"11,400","20,549",980,523,"5,180","17,532",440,"3,661",660,"5,129","1,710","1,852","36,640","422,489",0,0,0,0,360,680,"1,700","1,452",110,231,"36,550","345,089","36,680","367,181",20,20,10,22,"10,680","34,457","25,520","85,645"
AK,7,"58,770","9,300","46,600","2,240","29,410","155,540","50,180",550,150,190,210,0,30,"3,740","15,870","7,984,165","58,770","8,074,434","53,030","5,966,043","27,470","34,443","20,700","88,986","19,050","66,175",900,"1,105","12,780","241,545","16,090","142,065","7,350","179,079","18,830","821,357",440,"4,910","19,404","9,550","184,644","5,610","140,418","21,120","90,269","3,210",910,920,"14,608","2,060","16,344","1,770","9,506","6,300","6,523","2,390","3,310",630,"3,221","29,900","631,711","8,340","7,185","8,540","10,181","28,260","125,672","29,450","148,027","26,470","268,645","23,030","120,386","58,740","6,390,294","58,710","1,147,381",640,"1,366",370,"1,653","23,350","31,499","5,850","1,753","4,950","3,220","3,960","5,063",0,0,"12,210","18,269","2,040","1,188","9,540","42,083",140,"1,018",400,"2,993","1,580","2,600","58,360","1,207,704",0,0,0,0,110,227,"3,480","3,098",20,59,"58,580","1,115,882","58,630","1,168,790",470,156,180,128,"23,860","114,645","32,710","136,266"
AK,8,"13,930","1,500","12,010",330,"8,930","37,380","11,440",10,0,0,10,0,0,210,"4,560","3,853,450","13,930","3,925,271","12,490","2,488,308","9,840","30,553","7,630","76,614","7,290","59,938",380,814,"3,670","225,249","7,080","202,263","2,190","102,829","4,610","274,684",190,300,"1,124","2,250","50,484","3,840","339,480","5,150","71,821",510,130,740,"20,830","1,470","17,495",270,"2,439",0,0,0,0,560,"6,896","10,090","295,460","3,100","5,738","2,640","4,743","9,710","63,878","10,010","76,648","8,660","108,637","8,760","74,360","13,930","3,385,426","13,920","781,639","2,690","8,719",40,256,"4,640","10,047","3,150","6,747","1,030",638,0,0,0,0,20,13,460,525,"3,240","26,852",0,0,40,334,310,953,"13,800","781,444",0,0,0,0,0,0,0,0,0,0,"13,920","771,594","13,930","812,947","5,060","3,554","5,950","5,797","7,330","104,316","5,060","43,398"
AK,9,"1,700",190,"1,440",50,"1,430","4,620","1,480",0,0,0,0,0,0,0,630,"1,131,605","1,700","1,163,598","1,450","525,748","1,560","14,417","1,260","35,418","1,220","27,444",70,277,490,"75,135","1,290","98,203",250,"14,610",410,"20,571",40,10,46,270,"6,928","1,060","332,694",950,"31,993",30,7,200,"10,563",480,"8,163",70,673,0,0,0,0,180,"6,143","1,090","52,296",310,"2,792",240,528,"1,050","12,044","1,080","15,830",820,"14,298","1,030","23,447","1,700","1,071,443","1,700","317,106",290,"2,701",0,0,870,"10,933",730,"9,550",80,51,0,0,0,0,0,0,40,142,570,"8,526",0,0,0,0,40,152,"1,680","313,838",0,0,0,0,0,0,0,0,0,0,"1,700","306,181","1,700","323,863","1,110","3,148","1,440","5,344",840,"44,716",380,"11,289"
AK,10,710,90,580,20,660,"1,860",570,0,0,0,0,0,0,0,270,"1,609,830",710,"1,641,554",610,"359,438",690,"23,379",560,"54,163",540,"43,973",50,547,220,"48,919",610,"293,414",90,"7,400",140,"11,915",20,0,0,130,"3,720",600,"742,756",510,"31,724",0,0,70,"4,741",330,"6,084",20,244,0,0,0,0,150,"15,719",380,"52,917",110,"3,983",80,336,360,"7,431",370,"12,162",220,"4,942",360,"28,528",710,"1,551,798",710,"516,678",60,"1,228",0,0,420,"8,204",380,"6,473",30,21,0,0,0,0,0,0,20,124,280,"5,257",0,0,0,0,0,0,700,"554,301",0,0,0,0,0,0,0,0,0,0,710,"511,494",710,"528,337",470,"3,067",630,"11,186",270,"46,769",130,"26,358"
AZ,0,"2,904,950","1,311,540","1,069,300","486,710","1,422,900","5,915,890","2,074,530","91,820","35,780","5,830","50,210","12,130","8,870","427,310","724,210","171,481,193","2,893,880","173,973,266","2,356,280","120,495,639","661,150","1,568,623","483,190","3,865,224","450,020","2,885,681","427,580","647,497","453,400","5,430,798","462,900","9,287,564","298,480","5,688,614","587,400","14,367,100","8,360","85,120","302,462","417,440","5,982,595","166,380","9,288,861","720,510","2,492,073","65,980","16,485","13,250","306,904","81,210","491,393","45,190","215,547","233,340","238,539","37,360","75,694","8,830","162,701","828,020","20,166,719","623,160","3,459,637","185,890","318,503","723,240","1,946,429","824,830","6,106,764","638,050","5,611,824","701,330","3,415,699","2,190,650","120,406,171","2,179,700","23,100,345","48,170","254,766","36,960","29,960","912,770","1,158,069","134,810","167,811","111,160","60,070","191,160","182,685","171,010","28,911","478,000","575,366","42,670","49,284","346,680","946,060","58,700","169,176","69,140","185,073","153,700","69,770","2,720,160","27,485,371","608,240","1,557,532","530,850","1,356,145","464,140","666,043","177,170","147,306","28,780","21,873","1,919,900","21,994,359","2,131,850","23,435,622","48,530","88,826","54,470","245,624","632,070","2,874,610","2,104,710","6,143,807"
AZ,1,"46,590","27,500","15,880","2,090","29,740","71,890","11,260",630,210,10,410,10,0,"1,320","23,650","-5,252,228","35,530","-5,199,188","10,290","325,612","14,370","106,574","10,470","91,892","9,530","60,979","2,450","6,434","16,770","-176,422","16,470","302,558","4,070","63,170","5,950","72,786",800,310,"1,225",70,452,"9,460","-734,370","11,030","53,040",160,39,80,"1,168","3,110","14,811",280,"1,533","1,790","2,071","1,940","6,574",70,"3,063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,"2,407",130,"2,244",510,151,130,147,10,6,0,0,30,25,20,14,60,53,0,0,"6,110","15,508","2,750","11,630","2,860","9,598",70,29,"19,230","94,241","4,330","4,543","2,740","2,919","1,750","2,761","2,610","2,403","2,100","2,433",580,"2,257","7,550","19,873",220,327,40,204,"4,490","8,947","15,930","66,304"
AZ,2,"378,090","292,830","38,940","42,770","154,550","425,450","104,830","25,520","9,650",460,"15,400","4,360","1,330","51,470","83,250","2,067,071","378,080","2,139,220","273,530","1,596,169","45,770","25,933","32,200","51,045","29,080","30,056","5,480","2,604","59,980","237,513","30,560","2,180","19,900","82,751","40,450","187,866",490,"6,820","20,405",870,"3,524","5,890","-9,065","63,830","72,149",750,158,110,531,"4,670","14,190",810,"2,610","6,900","5,537","6,960","19,431",160,42,"19,740","316,642","4,470","6,001","12,130","7,496","14,840","31,327","19,060","49,508","11,360","78,242","13,030","15,486","34,630","61,970","34,430","7,255",30,97,"2,140",752,"2,150",257,"1,020",31,0,0,490,143,90,19,110,38,40,13,"49,930","41,167","7,500","24,635","7,680","22,318",430,108,"308,200","332,440","135,170","168,469","119,310","146,625","48,000","32,123","19,470","16,201","4,890","3,650","33,660","6,999","86,510","49,611",20,19,10,42,"34,100","16,364","286,670","297,409"
AZ,3,"696,620","387,400","113,650","188,030","317,150","1,291,910","513,530","30,040","13,000","1,260","15,780","4,990","4,920","156,550","137,330","12,031,194","696,620","12,218,363","558,540","9,314,045","75,100","64,503","49,860","123,554","45,300","73,019","14,610","7,425","110,130","993,177","45,320","48,915","44,020","334,266","97,680","1,042,310","1,100","30,600","109,628","49,360","88,193","11,470","26,636","134,480","187,169","4,460",993,360,"1,941","9,450","31,825","3,670","11,218","28,410","23,471","4,860","10,532",310,212,"55,630","870,901","19,710","18,131","31,220","24,704","40,830","76,433","54,700","134,553","31,730","201,757","40,460","78,604","416,050","2,611,684","411,940","274,877",120,182,"8,400","3,360","138,980","47,732","5,050",248,"6,800","2,217","43,570","23,640","47,400","7,476","42,640","13,465","1,590",467,"94,150","161,805","21,760","58,174","22,090","54,743","60,880","17,740","648,710","2,045,123","274,150","963,133","247,100","851,513","228,230","331,010","46,900","37,719","12,540","8,255","324,280","227,148","421,210","411,660",40,91,30,68,"73,580","65,514","595,010","1,702,240"
AZ,4,"732,320","346,400","201,260","171,530","337,370","1,522,580","591,420","23,580","10,310","1,740","11,530","2,750","2,310","138,520","148,750","26,321,334","732,320","26,641,196","631,340","21,508,545","110,470","102,809","72,860","220,336","66,810","138,194","55,240","34,067","83,400","756,180","66,680","133,611","57,680","620,194","127,230","2,138,246","1,640","23,470","85,407","114,070","784,133","19,560","148,292","162,840","319,862","19,440","4,604",870,"7,486","13,460","57,635","10,280","37,274","74,280","73,594","4,920","8,865",570,"1,009","139,780","2,248,299","85,870","108,591","49,130","58,756","109,030","191,046","138,900","403,425","95,250","608,939","106,640","245,917","692,410","12,944,140","687,990","1,578,705",120,366,"16,330","10,291","316,930","266,810","16,740","1,490","31,430","17,359","61,210","56,648","100,680","17,771","187,890","167,233","8,060","4,424","59,800","143,705","21,390","61,030","25,380","67,925","63,910","26,348","709,790","2,881,501","192,590","420,553","160,190","354,498","160,580","260,835","43,140","34,756","8,120","6,382","544,390","1,311,894","589,700","1,498,029",120,138,40,142,"133,350","190,443","587,160","1,560,797"
AZ,5,"380,800","141,830","184,310","48,250","192,570","849,420","284,490","7,450","1,910","1,080","4,460",20,250,"43,860","110,170","23,411,501","380,800","23,702,570","316,860","17,515,473","101,580","115,161","70,360","272,646","65,110","179,829","76,030","62,655","54,170","531,650","64,310","218,050","50,200","732,541","102,620","2,525,207","1,140","10,480","37,085","87,970","1,350,350","19,300","219,767","112,570","291,069","12,420","3,118","1,110","12,264","10,470","54,054","9,150","39,096","52,240","56,403","6,140","10,338",740,"1,525","148,840","2,657,631","109,920","215,786","36,220","61,392","127,360","238,744","148,450","569,228","114,650","804,233","121,870","344,114","378,280","14,993,425","376,750","2,090,973",500,"1,014","6,280","8,070","162,080","237,463","20,090","2,928","19,820","10,568","32,730","37,244","22,820","3,631","107,880","170,031","9,150","8,014","37,530","104,297","4,720","12,511","7,570","21,320","17,720","11,833","372,460","2,432,898","2,010",834,"1,510",590,"21,730","32,649","22,990","19,522","1,060","1,021","354,110","1,853,511","361,870","1,989,278",90,180,40,110,"112,350","240,960","259,960","662,054"
AZ,6,"242,690","57,900","164,290","17,810","129,160","598,410","191,480","2,760",460,650,"1,650",0,50,"19,640","78,780","21,019,009","242,690","21,266,780","201,600","15,140,836","84,900","110,091","62,220","285,944","58,070","196,732","74,090","77,677","40,140","457,170","57,340","282,801","40,900","803,941","77,460","2,400,902",930,"6,050","21,254","63,040","1,285,882","18,170","272,866","75,340","247,771","10,580","2,839","1,080","13,586","8,280","48,012","6,760","33,858","30,830","34,836","1,920","3,067",760,"2,140","128,460","2,589,484","103,130","284,097","23,770","52,931","115,960","249,778","128,300","641,429","105,250","840,366","111,260","378,998","242,050","14,725,394","241,290","2,178,828","1,110","2,030","1,880","3,715","108,250","184,631","19,170","4,185","16,930","9,502","24,370","27,645",0,0,"73,170","128,347","7,730","8,860","28,050","86,261",500,"1,026","2,050","5,250","5,900","5,652","238,940","2,367,684",0,0,0,0,"3,010","5,098","16,440","13,978",80,132,"237,710","1,994,199","239,050","2,106,002",140,123,60,182,"81,600","227,270","154,010","462,087"
AZ,7,"323,920","45,850","262,770","13,030","185,140","865,670","279,050","1,760",230,610,930,0,20,"14,650","107,080","43,469,594","323,920","44,020,345","274,890","30,681,753","152,620","260,919","120,460","787,661","113,740","573,096","147,620","217,065","63,160","1,100,432","114,820","1,082,322","62,460","1,891,539","108,870","4,458,567","1,450","6,350","23,125","80,220","1,897,109","42,500","1,169,951","118,970","550,751","15,850","4,154","3,960","67,912","16,710","117,781","11,460","63,411","38,890","42,627","10,630","16,887","2,310","10,794","237,870","5,835,572","207,770","944,388","28,360","88,124","222,890","621,517","237,740","1,783,400","202,500","1,955,961","216,410","978,631","323,470","33,149,064","322,880","5,724,800","6,230","17,159","1,230","3,040","140,730","203,289","41,010","17,473","28,150","15,896","28,770","37,340",0,0,"66,190","96,146","12,380","18,328","46,070","190,331",80,170,"1,310","3,309","4,050","6,008","320,120","5,888,917",0,0,0,0,840,"1,567","25,630","22,727",0,0,"321,530","5,521,520","322,120","5,765,040","2,410",824,790,"1,031","139,160","662,507","170,170","685,640"
