STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
MI,1,"65,750","44,550","17,070","2,400","39,560","13,810","33,150","16,380","91,580",330,210,0,120,20,"1,720","32,290","-4,447,729","39,340","-4,393,092","11,610","408,000","16,850","134,483","9,860","115,211","8,830","87,656",560,"1,686","18,010","-313,105","15,710","345,249","4,280","59,409","6,990","79,834","3,590",350,"1,344",70,271,"8,070","-1,389,239","11,290","54,637",210,49,80,"1,654","2,330","12,923",280,"1,514","2,510","2,930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,"3,080",70,"2,721",700,268,180,232,20,2,0,0,30,15,10,11,90,86,0,0,"5,330","11,873","4,160","35,103","4,390","33,052","23,440","171,439","4,390","4,520","2,860","3,086","1,550","3,283","2,510","2,326","3,190","4,075",730,"2,848","7,030","17,085",260,555,0,0,"3,930","5,543","21,650","159,838","20,430","105,632","1,720","54,206"
MI,2,"700,880","597,100","55,180","40,970","620,760","38,340","310,990","379,850","612,250","27,790","16,040",0,"11,750","3,940","56,500","180,000","3,401,399","700,720","3,486,518","487,310","2,600,015","124,460","54,281","59,790","66,496","53,680","40,348","2,380","1,249","83,020","236,668","50,810","14,118","40,370","149,940","96,000","441,157","2,340","4,920","17,140","2,080","7,869","6,060","-21,448","82,870","85,119",730,154,130,816,"5,080","14,922","1,170","3,874","10,480","9,534","695,980","7,824,093","695,980","7,557,869","145,600","266,224","4,850","102,346","3,890","64,890","1,620","2,646","2,390","1,311","3,030","12,513","4,230","14,160","4,530","15,553","1,780",715,"2,010","15,451",60,402,70,38,120,440,"2,340","3,470",190,"1,290","1,270",298,"15,260","26,134","11,990","3,030",20,64,"3,430","1,378","2,110",287,"1,300",45,0,0,170,54,130,35,290,116,70,12,"65,840","46,785","12,600","85,951","13,030","83,466","545,760","418,725","182,370","174,533","157,620","153,339","43,420","29,588","19,840","17,355","7,620","6,169","11,270","2,753","83,240","51,324",20,22,0,0,"45,910","20,892","517,650","388,198","515,460","382,772","3,110","5,426"
MI,3,"979,920","641,230","132,230","191,320","892,250","40,290","473,210","735,520","1,513,030","19,840","11,600",100,"8,150","3,300","208,950","246,140","16,773,494","979,920","17,022,113","743,180","12,189,360","168,920","126,634","84,990","166,811","77,290","102,483","4,940","2,672","177,800","1,263,828","72,430","94,504","80,190","577,051","191,390","2,169,738","4,430","32,840","118,962","116,990","227,522","14,530","26,776","194,100","248,619","3,740",823,410,"2,461","10,800","33,111","5,760","18,663","42,270","38,052","966,860","14,850,231","966,860","14,482,961","193,310","367,270","13,020","300,582","10,210","169,544","6,290","9,063","5,680","3,858","9,080","35,943","11,930","44,677","12,670","48,374","6,430","2,807","5,980","42,625",170,913,200,131,270,"1,029","8,250","27,795",800,"7,976","55,970","34,635","598,340","3,303,663","592,680","333,236",0,0,"12,580","5,483","216,390","72,889","8,890",417,"7,160","2,360","44,770","22,563","74,880","12,942","93,580","33,721","2,790",699,"142,050","234,639","37,360","225,578","38,130","220,727","914,240","2,674,247","346,010","1,182,828","310,980","1,031,668","229,220","399,679","49,140","42,928","19,730","15,671","442,900","260,348","564,540","503,678",60,58,0,0,"75,650","79,676","865,830","2,249,228","861,350","2,236,748","6,710","12,480"
MI,4,"1,127,800","647,510","250,330","197,670","1,026,250","41,650","551,840","836,200","1,929,740","14,780","9,230",90,"5,460","1,550","212,410","276,240","40,907,029","1,127,800","41,352,344","947,870","32,316,443","246,350","214,863","126,730","314,773","116,390","201,346","13,330","6,694","135,920","927,885","108,140","246,607","109,620","1,128,880","229,380","3,971,933","6,770","60,000","202,900","221,700","1,657,535","25,680","174,829","235,610","445,315","14,260","3,375","1,140","9,332","15,630","64,919","16,600","63,947","121,800","131,621","1,093,380","17,857,209","1,093,380","17,480,607","189,330","376,601","34,380","796,710","20,400","320,441","24,820","47,672","8,410","8,441","26,110","103,570","31,800","147,647","33,990","160,134","20,790","10,363","19,500","137,827",660,"3,304",650,756,480,"1,970","25,380","130,792","2,540","29,285","113,800","158,714","1,115,090","22,125,932","1,107,470","2,409,758",20,148,"29,210","23,370","473,350","514,321","32,140","2,365","30,210","17,921","70,020","76,116","189,740","38,871","292,650","372,358","13,050","5,021","88,900","213,838","47,410","279,831","50,440","297,635","1,100,710","4,347,315","234,910","550,622","209,810","485,450","208,080","425,928","43,670","38,128","15,760","15,684","871,160","1,895,439","916,540","2,132,586",110,231,20,20,"159,590","213,828","961,900","2,426,056","953,320","2,398,812","12,900","27,244"
MI,5,"666,560","291,280","279,570","76,630","605,400","24,250","359,860","450,520","1,312,840","3,830","1,640",20,"2,160",40,"79,160","204,050","41,064,166","666,560","41,506,642","558,310","30,752,220","226,710","238,137","124,170","416,846","114,710","277,709","20,450","9,886","91,860","822,885","106,930","371,920","96,620","1,371,974","174,660","4,173,449","5,760","33,830","115,472","164,160","2,751,692","25,350","257,051","184,740","442,476","15,450","3,804","1,370","13,387","12,430","69,096","14,960","69,955","97,460","122,559","616,770","11,525,443","616,770","11,261,733","133,620","263,710","49,770","1,132,279","18,330","296,185","42,860","120,649","6,300","8,278","43,310","174,055","47,320","284,624","49,610","298,381","33,850","14,486","35,990","258,347","1,070","5,661","1,280","1,304",720,"2,512","37,720","209,251","3,200","39,171","98,640","202,240","665,300","28,194,122","664,000","3,423,164",40,555,"12,420","24,213","277,200","566,286","39,220","4,257","23,000","12,150","39,910","52,857","57,160","10,103","198,540","475,000","14,220","7,699","63,540","170,555","13,620","105,629","17,940","128,653","658,290","4,146,238","8,890","4,378","6,980","3,416","55,010","105,004","26,880","25,176","4,180","5,891","606,390","2,856,879","622,240","3,054,257",90,146,0,0,"143,950","270,172","521,200","1,359,206","510,500","1,322,544","14,900","36,662"
MI,6,"445,710","119,710","287,390","30,900","406,250","16,140","252,560","287,930","1,027,000","1,240",380,0,860,0,"36,860","150,490","38,649,064","445,710","39,006,766","375,920","28,273,375","195,010","239,365","113,300","461,449","104,970","316,713","21,100","11,000","69,830","762,855","98,850","486,908","81,250","1,543,938","132,600","3,914,134","4,720","23,890","75,805","120,000","2,688,827","23,960","325,341","127,740","357,702","13,320","3,499","1,530","17,881","9,460","62,373","10,120","54,316","61,820","74,622","396,560","8,551,212","396,560","8,355,014","95,980","196,198","49,140","1,188,260","12,710","227,716","44,690","168,746","4,180","6,486","44,950","194,455","47,370","344,923","49,040","356,631","34,780","14,519","38,400","294,935","1,100","6,028","1,440","1,243",860,"3,422","38,950","237,752","2,970","41,782","85,360","212,326","445,270","28,682,301","444,540","3,686,505",70,193,"5,080","16,291","203,250","527,510","38,230","5,979","24,780","13,924","32,690","44,933",0,0,"157,100","448,818","12,180","7,924","49,730","147,283","3,400","23,220","6,080","41,072","442,170","4,099,028",0,0,0,0,"10,640","18,189","22,530","21,608",750,"1,171","433,080","3,158,997","436,960","3,332,279",120,91,20,8,"110,950","257,285","334,130","1,021,203","323,760","980,787","13,940","40,416"
MI,7,"659,600","88,800","542,290","22,470","604,990","23,540","384,060","361,560","1,759,350",810,200,0,610,0,"31,170","215,880","88,992,106","659,600","89,867,649","572,800","65,856,706","368,860","620,192","234,350","1,405,903","218,640","1,011,327","40,270","27,091","118,710","1,979,376","208,110","1,843,090","132,900","3,918,841","194,720","7,480,837","7,280","26,930","82,553","157,760","4,265,331","62,210","1,628,549","224,920","875,543","32,090","8,872","6,370","101,283","20,460","179,147","18,620","109,586","92,530","116,484","549,680","12,934,373","549,680","12,664,576","126,420","269,797","109,910","3,222,873","17,570","350,352","103,980","631,950","5,550","11,728","104,030","561,614","107,060","968,694","109,820","994,643","76,540","35,879","90,770","884,862","2,800","15,054","4,080","3,616","3,300","15,685","96,020","811,884","7,420","139,206","170,560","702,974","659,300","72,100,428","658,870","10,759,695",300,"1,474","3,720","19,609","371,700","1,042,151","88,730","29,010","56,030","30,905","58,410","87,414",0,0,"289,450","854,280","21,950","17,903","86,820","347,088",610,"4,306","3,930","24,856","656,060","11,016,523",0,0,0,0,"1,770","4,159","50,830","51,212",100,239,"656,260","9,717,544","657,300","10,133,475","4,540","1,769","1,280",421,"227,400","806,914","431,340","1,681,853","405,540","1,508,519","34,290","173,334"
MI,8,"169,250","15,620","148,580","3,910","156,860","6,090","116,520","57,450","486,350",50,10,0,30,0,"2,610","55,870","47,694,165","169,250","48,377,113","149,750","32,114,688","129,680","524,238","101,370","1,482,517","96,250","1,131,593","10,530","13,047","38,750","1,800,314","96,160","2,469,275","37,510","1,980,223","42,780","2,363,299","2,010","2,880","10,189","33,880","1,039,506","45,610","3,815,304","54,210","682,948","5,420","1,369","7,440","213,197","15,100","183,141","3,050","30,449",0,0,"105,250","2,534,253","105,250","2,480,607","24,820","53,646","64,000","2,463,768","3,160","100,074","60,770","820,936","3,120","8,389","60,270","508,167","63,140","625,998","63,970","643,284","37,500","20,732","53,570","737,870","1,640","11,400","2,640","1,641","5,000","37,388","59,190","768,111","4,550","161,550","79,500","882,489","169,190","41,804,862","169,170","8,146,614",780,"6,243",510,"3,695","114,490","361,395","50,020","76,025","14,970","7,832",0,0,0,0,"77,700","230,641","5,370","6,644","34,880","249,487",0,0,530,"3,747","168,330","8,311,433",0,0,0,0,70,151,0,0,0,0,"168,950","7,785,249","169,160","8,203,919","70,180","52,138","80,450","81,419","81,700","794,937","87,200","894,742","67,920","553,063","23,740","341,679"
MI,9,"24,340","2,260","21,420",500,"22,940",770,"21,030","4,560","71,310",0,0,0,0,0,70,"8,730","16,318,440","24,340","16,587,076","21,420","8,905,404","22,510","275,214","19,340","739,141","18,700","572,923","1,400","4,692","6,540","630,817","19,550","1,619,770","5,180","320,607","4,570","284,886",340,140,634,"4,460","145,876","14,020","3,246,773","11,520","268,636",340,84,"2,390","102,741","4,810","71,553",540,"5,989",0,0,"10,120","243,816","10,120","237,950","2,730","5,867","14,220","843,399",140,"9,233","13,360","448,904",830,"2,372","12,940","174,286","14,130","140,916","14,220","144,823","6,370","4,423","10,940","191,347",320,"4,318",510,189,"2,620","33,904","13,480","360,548","1,500","103,934","15,740","433,331","24,330","14,803,663","24,330","3,781,411",370,"5,549",50,396,"14,440","107,685","12,400","74,526","1,380",776,0,0,0,0,290,440,590,"1,297","7,720","79,367",0,0,50,408,"24,220","3,875,025",0,0,0,0,0,0,0,0,0,0,"24,320","3,673,727","24,340","3,893,839","16,880","51,456","21,590","86,684","12,440","465,452","11,810","442,331","6,010","152,302","6,750","290,029"
MI,10,"10,710","1,150","9,220",220,"10,100",390,"10,020","1,220","30,020",0,0,0,0,0,0,"4,400","30,037,125","10,710","30,246,865","9,280","8,363,301","10,410","972,791","9,410","1,919,324","9,160","1,517,711",660,"11,596","2,950","449,666","9,690","8,833,277","2,230","148,082","1,930","124,418",170,20,63,"2,180","72,855","8,330","9,334,160","6,040","209,740",80,20,"1,040","54,234","3,230","50,568",260,"3,086",0,0,"3,050","72,490","3,050","70,730",850,"1,760","7,650","1,736,885",30,"3,861","7,310","989,670",330,"5,375","6,720","163,978","7,610","75,973","7,650","84,713","2,690","2,809","4,640","89,563",190,"3,606",190,61,"2,660","255,553","7,420","1,126,745","1,430","129,902","8,460","1,487,573","10,700","26,799,972","10,700","8,029,835","1,230","19,575",20,150,"7,760","343,780","6,990","202,559",320,198,0,0,0,0,0,0,200,719,"3,870","63,699",0,0,20,156,"10,670","8,660,610",0,0,0,0,0,0,0,0,0,0,"10,690","7,686,055","10,700","8,093,673","7,230","67,801","9,930","263,983","4,740","954,289","5,940","1,515,601","1,770","184,836","4,680","1,330,765"
MN,0,"2,843,060","1,450,640","1,074,460","271,350","2,611,540","94,230","1,496,370","1,744,820","5,235,140","49,880","18,420",100,"31,360","6,530","265,650","740,920","221,932,485","2,833,570","224,836,734","2,380,360","157,982,610","995,560","2,192,988","641,750","5,571,203","591,760","4,301,071","91,190","96,084","410,620","5,766,875","564,070","11,588,581","363,290","6,973,327","549,550","12,992,740","65,430","103,700","620,151","439,960","7,267,962","180,680","13,146,064","783,050","2,904,249","59,090","14,878","19,720","419,051","90,050","709,092","51,110","255,586","337,080","383,393","2,497,590","42,934,379","2,497,590","42,019,836","456,040","914,542","311,950","10,231,958","70,420","1,356,538","287,520","4,764,157","21,650","35,623","283,580","1,537,539","304,750","2,502,364","310,760","2,557,330","199,720","97,427","248,990","2,846,916","5,780","38,492","28,710","16,485","14,310","221,567","256,270","2,745,253","17,160","389,269","462,580","3,331,558","2,319,150","170,957,413","2,300,510","29,695,707","2,130","33,580","23,740","36,344","1,042,810","2,387,343","200,690","176,713","150,300","78,894","150,840","175,699","165,330","31,283","691,990","1,726,033","35,410","29,968","339,450","1,090,649","34,180","185,010","42,390","203,483","2,682,390","32,101,205","327,970","711,088","284,090","625,801","251,990","481,066","120,360","110,463","16,480","22,873","2,061,190","27,308,435","2,183,660","29,039,757","84,460","152,004","94,090","349,418","650,920","3,335,326","2,090,140","6,363,901","2,032,070","5,168,197","76,050","1,195,704"
MN,1,"33,450","21,090","10,300","1,200","23,170","5,090","20,880","8,680","50,220",170,80,0,80,0,460,"16,190","-2,984,010","23,990","-2,943,771","9,420","325,543","11,650","61,048","6,790","66,800","5,970","47,833",320,"3,860","9,950","-144,482","10,010","263,052","3,030","44,082","4,060","48,033","6,060",270,"1,555",30,92,"5,840","-918,421","8,380","40,239",120,30,60,"1,456","2,120","12,720",170,801,"1,700","2,037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,734,30,591,110,48,60,124,0,0,0,0,0,0,0,0,40,35,0,0,"4,340","10,304",910,"7,851",980,"6,335","13,830","93,721","3,240","4,069","2,070","2,774","1,300","2,946","1,160","1,102",820,"2,007",140,610,"5,040","12,223",190,279,0,0,"2,850","5,601","12,210","87,012","11,680","62,212",730,"24,799"
MN,2,"344,760","305,740","19,670","16,290","305,320","17,940","143,900","190,170","252,740","17,950","5,700",0,"12,250","3,090","20,110","68,140","1,728,625","344,740","1,775,996","265,560","1,465,862","58,950","28,134","33,540","40,188","29,890","24,199","1,110",776,"35,960","108,936","28,760","20,670","18,740","73,207","31,880","130,779","3,210","2,620","8,419",800,"2,681","3,680","-12,154","40,710","47,371",320,64,90,446,"3,350","10,467",600,"1,762","6,680","5,989","341,780","3,516,543","341,780","3,416,264","54,400","100,279","2,960","72,747","2,280","47,440",970,"3,333","1,560",830,"1,720","6,543","2,630","8,790","2,770","9,379",930,286,"1,290","11,698",40,248,120,51,100,482,"1,590","2,176",120,807,"1,130",153,"11,700","20,513","6,610","1,381",10,64,460,196,"1,300",125,"1,000",39,0,0,120,36,40,12,60,42,10,2,"30,680","21,050","1,940","11,358","2,040","9,768","280,770","186,077","81,020","69,620","69,650","62,090","17,390","11,903","9,200","7,994","1,400","2,102","6,290","1,257","40,180","23,194",10,10,10,1,"23,930","11,244","266,680","174,067","265,710","172,263","1,300","1,804"
MN,3,"439,490","322,840","49,310","60,830","402,480","14,890","210,920","310,680","587,710","13,600","5,660",50,"7,880","2,030","65,440","105,340","7,580,037","439,490","7,712,230","346,190","5,733,948","87,290","71,214","49,190","102,567","44,160","60,370","2,850","1,895","61,560","528,278","43,240","86,322","44,280","333,820","71,900","690,627","6,470","12,990","59,684","46,780","89,208","8,490","6,863","86,220","132,193","1,810",384,390,"2,507","7,670","24,250","3,390","11,274","27,910","25,837","430,510","6,320,334","430,510","6,165,208","81,270","155,126","8,960","220,471","6,930","133,344","3,980","10,157","4,240","2,938","5,910","20,260","8,270","28,725","8,670","30,144","3,650","1,175","4,160","33,086",110,768,370,174,200,796,"5,780","16,543",420,"4,097","30,940","21,135","291,850","1,654,567","286,080","164,202",0,0,"1,980","1,104","98,490","35,009","5,630",263,"4,610","1,509","24,710","13,352","33,820","5,678","35,890","13,908",670,158,"53,910","90,326","7,290","38,842","7,270","33,961","399,950","992,037","119,680","365,369","103,480","325,144","75,170","134,156","21,480","18,123","4,840","6,511","220,790","129,194","260,290","223,689",20,44,0,0,"45,610","48,557","372,550","816,303","370,280","810,296","3,340","6,008"
