STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
IA,2,"172,930","148,110","11,590","11,430","157,250","6,430","77,800","104,740","142,230","4,810","3,190",0,"1,620","1,620","14,870","29,520","910,683","172,770","940,029","138,960","779,835","32,020","16,689","15,060","16,532","13,710","10,094",710,569,"18,860","56,606","13,250","11,591","8,120","32,858","15,140","68,091","3,540","1,910","5,578",360,"1,386","2,260","-4,684","21,280","29,346",200,42,30,222,"2,550","10,589",310,999,"3,150","2,744","171,230","1,835,349","171,230","1,792,798","22,690","42,551","1,690","47,224","1,430","36,337",470,"1,655","1,050",542,870,"3,258","1,540","4,537","1,610","4,825",600,274,480,"3,548",20,90,20,4,30,47,860,"1,248",60,950,500,111,"5,410","9,178","3,640",851,0,0,440,167,620,68,430,12,0,0,60,18,30,11,50,28,0,0,"16,240","12,255","2,750","33,706","2,880","34,473","147,140","113,361","47,490","47,007","42,340","42,598","12,770","8,509","4,960","4,214",840,682,"3,460",783,"21,500","13,540",0,0,0,0,"12,370","6,613","140,240","106,403","139,690","105,122",770,"1,281"
IA,3,"256,110","175,650","33,280","42,770","240,590","5,890","131,360","189,640","365,010","6,880","4,400",40,"2,440","1,470","49,040","63,800","4,436,146","256,110","4,513,128","203,140","3,380,134","57,290","53,087","27,400","52,278","25,030","31,201","1,860","1,452","31,820","246,490","23,430","44,338","24,730","166,468","45,680","433,507","7,140","9,890","40,193","28,130","50,624","5,020","6,656","45,640","76,982","1,170",258,140,846,"5,070","23,246","1,600","5,225","14,170","11,980","250,990","3,790,224","250,990","3,696,049","49,140","94,174","5,110","145,586","4,440","106,495","1,700","3,424","3,090","2,064","3,090","10,837","4,790","15,076","4,960","15,854","2,210",734,"1,580","10,137",40,240,60,10,80,282,"3,100","9,135",240,"2,815","14,770","10,144","164,340","924,653","161,540","92,010",10,83,"1,720",766,"57,980","18,799","2,720",94,"3,180",969,"12,060","6,055","23,840","3,920","20,870","7,556",420,105,"28,180","47,280","8,650","98,385","8,850","99,327","234,940","631,296","76,030","242,182","67,600","220,303","49,830","87,651","11,620","9,722","2,550","2,124","124,780","73,212","147,530","123,028",20,19,0,0,"23,550","24,352","221,520","532,364","220,140","528,433","2,050","3,932"
IA,4,"371,040","217,580","80,470","62,950","351,150","7,090","206,520","280,140","628,980","6,490","4,340",50,"2,090",940,"67,230","87,350","13,628,140","371,040","13,805,983","319,610","11,020,722","101,310","101,574","48,350","113,759","44,590","70,997","5,540","4,159","38,340","335,338","40,850","114,800","38,030","357,168","67,820","964,487","12,800","21,760","95,544","67,490","488,467","10,190","54,465","87,040","177,843","4,810","1,115",420,"2,847","8,280","45,114","5,660","22,017","47,970","49,345","359,450","5,830,013","359,450","5,712,289","58,430","117,724","11,590","307,569","7,980","175,858","6,960","14,638","4,300","3,894","8,240","28,938","10,920","45,183","11,400","47,707","6,410","2,673","5,280","34,687",140,804,280,228,160,709,"7,820","34,132",700,"10,428","42,590","64,337","366,040","7,463,465","362,520","808,280",0,0,"5,310","4,595","153,490","170,852","11,050",611,"14,310","7,927","18,470","18,759","68,100","13,873","93,870","126,803","2,760","1,466","31,590","74,417","13,200","147,561","13,560","151,546","358,620","1,453,848","73,390","165,874","65,300","146,638","68,180","142,207","11,450","9,559","3,270","3,251","286,690","637,428","302,850","720,175",40,30,0,0,"50,840","70,533","316,780","803,447","313,040","794,901","5,410","8,546"
IA,5,"231,600","96,680","105,400","24,190","219,800","3,820","147,910","157,430","475,490","1,700",940,20,740,30,"26,210","71,640","14,244,472","231,600","14,426,776","197,760","10,753,798","97,370","116,712","49,240","152,844","45,790","101,037","9,730","8,406","32,580","315,537","42,290","170,851","34,470","426,814","57,310","1,133,887","12,200","14,260","65,385","55,610","888,776","12,040","99,571","71,600","182,304","6,270","1,516",590,"4,949","7,390","46,911","5,680","27,286","36,770","42,491","214,470","4,093,247","214,470","4,002,286","45,710","90,961","17,130","422,170","7,810","170,811","13,830","42,657","3,100","3,554","14,270","53,937","16,500","96,065","17,000","98,725","11,440","4,809","10,860","72,783",250,"1,185",550,436,250,828,"11,940","55,852",990,"15,397","43,790","104,753","230,690","9,632,231","230,030","1,150,472",20,67,"2,490","7,027","100,760","216,026","14,200","1,103","12,500","6,873","12,820","15,893","22,060","3,991","72,540","182,204","3,450","2,490","27,760","73,419","3,760","50,760","4,520","57,768","226,920","1,396,432","3,460","1,727","2,650","1,312","23,120","46,666","8,550","7,721",870,"1,281","205,950","934,447","213,920","1,018,307",20,33,0,0,"52,000","104,879","178,680","481,934","173,470","468,857","7,070","13,077"
IA,6,"156,530","31,510","116,100","7,320","149,250","2,280","107,180","100,050","393,010",520,220,10,290,0,"11,470","53,830","13,586,447","156,530","13,744,995","134,900","9,930,709","83,280","114,074","43,910","165,910","41,010","114,062","9,460","9,459","26,550","288,170","37,980","209,243","28,810","472,563","45,840","1,128,819","10,530","9,580","43,398","41,280","887,716","12,470","151,084","55,080","158,548","6,130","1,572",710,"7,147","5,980","42,216","4,220","22,199","27,510","32,227","140,830","3,186,664","140,830","3,116,909","33,630","69,754","15,690","409,603","5,580","129,803","13,850","58,842","1,710","2,434","13,810","56,327","15,210","110,516","15,610","113,247","11,230","5,188","10,900","76,462",250,"1,043",530,253,250,922,"11,910","66,845","1,040","16,551","38,660","120,575","156,220","9,868,057","155,820","1,214,735",20,48,910,"3,823","77,080","225,110","13,640","1,444","15,520","9,255","12,530","16,133",0,0,"61,420","191,477","3,050","2,904","22,880","67,463",830,"9,748","1,280","13,990","154,190","1,318,535",0,0,0,0,"5,610","9,546","8,550","8,024",160,277,"149,770","989,625","152,110","1,067,550",30,34,0,0,"42,230","109,453","113,870","359,358","108,920","344,643","6,470","14,714"
IA,7,"221,730","21,360","194,810","4,490","212,160","2,930","151,990","116,530","626,160",370,160,20,200,0,"8,450","72,810","29,521,781","221,730","29,883,433","194,540","21,333,666","144,860","267,728","87,090","484,816","82,020","357,548","14,870","19,778","41,170","613,343","76,550","753,900","44,460","1,117,638","64,250","2,148,546","17,360","8,500","38,686","51,710","1,335,787","30,320","722,594","91,680","361,652","15,030","4,047","2,730","39,439","12,010","106,881","6,420","35,500","39,730","46,701","189,370","4,555,063","189,370","4,463,848","42,240","91,215","32,350","1,006,503","7,610","174,031","30,260","223,284","1,970","3,670","29,740","151,041","31,710","287,167","32,270","293,423","24,700","14,259","23,790","220,039",600,"2,766","1,510",906,"1,040","5,761","28,060","252,700","2,420","55,208","71,940","377,568","221,590","23,578,418","221,370","3,401,181",90,532,560,"4,577","131,270","411,546","30,350","5,088","29,110","16,564","21,030","30,128",0,0,"103,800","337,347","5,270","8,422","36,850","150,810",140,"1,830",650,"6,775","219,100","3,338,618",0,0,0,0,"1,050","2,454","18,240","17,909",20,63,"219,840","2,989,635","220,510","3,165,655",830,295,270,117,"84,840","351,930","136,560","521,975","126,240","464,954","13,800","57,021"
IA,8,"48,250","4,060","43,250",760,"46,240",670,"36,850","14,880","140,860",10,0,0,10,0,440,"17,200","13,569,013","48,250","13,802,869","42,130","8,225,016","40,870","189,027","30,820","428,723","29,530","336,978","2,940","6,682","11,350","445,000","29,270","908,764","11,310","484,691","12,620","617,716","4,920",780,"4,575","10,860","314,654","17,370","1,473,893","18,480","233,856","1,900",472,"2,460","63,863","7,000","84,449",750,"7,579",0,0,"30,700","746,104","30,700","728,498","8,030","17,606","17,550","701,340","1,150","33,699","16,090","285,887","1,420","3,814","16,580","124,606","17,440","171,946","17,530","174,441","13,690","10,866","13,530","167,741",330,"1,878","1,170",488,"1,350","10,535","16,530","257,580","1,470","54,916","26,920","389,051","48,240","11,731,046","48,220","2,239,003",170,"2,310",80,964,"33,060","103,288","14,370","8,116","5,140","2,501",0,0,0,0,"22,060","72,298","1,200","3,383","11,990","88,086",0,0,90,"1,012","47,530","2,204,852",0,0,0,0,20,57,0,0,0,0,"48,160","2,135,715","48,220","2,274,045","17,070","12,620","24,320","26,627","25,340","298,829","22,830","226,899","16,910","139,991","7,510","86,907"
IA,9,"6,590",610,"5,850",110,"6,300",110,"5,890","1,410","19,260",0,0,0,0,0,20,"2,480","4,426,984","6,590","4,500,924","5,750","2,173,557","6,300","86,310","5,260","187,833","5,110","150,169",380,"1,956","1,780","106,743","5,400","500,661","1,530","80,792","1,350","72,432",690,40,270,"1,350","42,070","4,200","1,046,225","3,400","73,940",100,25,560,"22,092","1,790","25,832",100,"1,087",0,0,"2,730","65,934","2,730","64,229",770,"1,705","3,860","256,347",60,"4,718","3,430","147,791",430,"1,262","3,690","40,387","3,850","38,228","3,860","38,726","2,890","2,898","2,670","40,273",80,757,280,86,670,"11,490","3,720","127,303",450,"34,021","4,560","146,254","6,580","3,958,957","6,580","995,504",110,"1,794",20,214,"4,060","18,735","3,270","5,226",450,240,0,0,0,0,100,143,160,830,"2,090","20,039",0,0,20,216,"6,510","1,005,166",0,0,0,0,0,0,0,0,0,0,"6,580","976,769","6,590","1,035,557","4,040","12,067","6,010","25,012","3,350","130,729","3,230","99,117","1,720","39,606","1,820","59,511"
IA,10,"2,650",270,"2,340",40,"2,550",30,"2,530",430,"7,300",0,0,0,0,0,0,"1,190","6,594,700","2,650","6,632,505","2,320","1,635,125","2,600","192,055","2,340","357,211","2,290","293,629",170,"4,299",860,"79,797","2,410","1,763,898",600,"33,757",550,"44,788",290,10,65,640,"21,427","2,160","2,281,315","1,660","37,805",20,5,210,"9,494","1,040","14,939",40,408,0,0,720,"17,461",720,"17,011",210,450,"1,930","409,593",0,0,"1,760","256,321",170,492,"1,830","30,541","1,920","19,154","1,930","20,502","1,350","1,655","1,010","15,912",30,283,130,45,550,"25,035","1,900","293,049",320,"54,092","2,170","388,772","2,650","5,775,640","2,650","1,669,335",360,"5,787",0,0,"1,910","34,531","1,660","11,240",90,51,0,0,0,0,0,0,60,343,"1,030","11,901",0,0,0,0,"2,620","1,741,243",0,0,0,0,0,0,0,0,0,0,"2,650","1,634,804","2,650","1,712,310","1,520","12,598","2,500","49,840","1,130","180,555","1,520","208,145",550,"49,298","1,100","158,847"
KS,0,"1,367,910","644,570","539,180","153,470","1,270,610","38,480","693,590","872,910","2,624,010","27,510","14,690","1,810","11,010","3,470","177,690","371,340","94,210,998","1,363,010","95,465,391","1,136,400","65,150,904","472,040","1,074,554","267,500","2,326,051","248,920","1,770,851","29,570","29,929","204,880","2,700,843","245,620","5,623,073","169,070","3,138,258","273,610","6,010,960","52,310","28,250","94,235","217,020","3,469,784","84,170","5,811,027","348,050","1,254,393","33,350","8,621","8,010","182,808","45,740","356,105","20,930","105,315","127,870","137,451","1,242,520","21,776,087","1,242,520","21,306,807","236,740","469,278","105,450","4,109,702","32,520","691,260","86,370","1,248,371","17,690","37,056","91,980","502,414","102,440","811,380","104,870","830,249","76,580","53,448","72,820","728,754","1,290","8,812","3,380","2,102","5,470","74,230","87,700","1,566,821","7,310","191,451","213,400","1,461,633","1,077,710","70,262,439","1,071,280","11,845,932",940,"17,729","21,160","32,459","515,260","1,077,760","82,800","47,438","59,080","33,562","74,610","76,240","101,040","18,743","352,810","832,691","10,690","10,061","169,470","561,388","42,150","386,518","46,010","417,892","1,284,040","13,550,305","202,280","473,828","179,900","426,349","165,510","313,224","57,740","49,530","15,870","15,792","926,270","10,768,169","994,540","11,599,516","28,060","50,842","35,010","152,747","277,250","1,482,002","1,038,360","3,417,962","1,009,920","2,764,155","37,340","653,806"
KS,1,"19,910","11,500","7,340",560,"14,690","2,020","13,320","5,320","31,170",100,70,0,30,0,360,"10,540","-1,848,640","15,050","-1,823,963","5,110","168,454","8,300","44,735","4,290","45,650","3,920","32,441",240,"1,373","6,490","-127,137","6,120","169,477","2,160","27,757","3,020","36,476","5,080",80,362,20,123,"3,480","-520,810","4,890","24,677",100,24,30,"1,078","1,530","9,631",100,438,720,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,495,30,368,320,100,80,48,0,0,0,0,10,6,0,0,50,35,0,0,"2,660","6,425","1,750","20,493","1,860","20,344","8,480","50,038","1,430","1,910",830,"1,206",710,"1,610",630,563,"1,150","1,329",310,447,"3,250","7,560",90,166,0,0,"1,950","3,717","7,590","46,154","7,180","36,525",560,"9,629"
KS,2,"179,890","151,900","13,910","11,760","163,280","7,430","74,390","103,360","154,920","7,590","3,930",160,"3,500","1,520","14,730","39,770","908,906","179,840","934,281","135,930","737,689","34,230","16,812","16,030","17,933","14,540","10,787",500,316,"19,360","54,820","14,260","13,252","10,620","39,916","19,600","89,634","2,880","1,000","2,614",490,"1,973","2,050","-8,335","21,160","25,375",200,42,40,340,"2,260","8,082",290,957,"2,330","1,953","178,330","1,969,679","178,330","1,908,203","33,010","61,476","1,550","41,020","1,320","31,028",420,"1,210",930,783,830,"3,135","1,390","4,461","1,460","4,698",610,266,450,"3,216",10,66,0,0,40,155,770,"1,156",40,519,560,93,"5,140","9,088","3,920",979,0,0,"1,080",400,780,103,510,14,0,0,60,17,40,10,130,56,0,0,"16,370","11,643","4,780","45,332","4,980","45,883","145,330","112,348","45,610","46,171","40,930","42,090","12,880","8,668","5,180","4,359","2,420","1,651","3,630",875,"21,490","13,018",0,0,0,0,"12,630","6,210","139,030","105,504","138,410","104,182",820,"1,322"
KS,3,"249,200","166,620","33,130","44,150","232,160","6,740","109,780","183,420","367,760","8,250","4,750",310,"3,180","1,260","49,320","59,060","4,313,441","249,200","4,381,050","199,110","3,355,417","48,070","39,366","23,170","45,095","21,170","27,580","1,110",704,"32,640","264,346","20,720","44,822","21,590","154,104","40,720","403,108","5,300","4,980","15,821","25,180","48,568","4,090","1,201","42,980","67,609","1,220",270,120,797,"4,430","17,353","1,350","4,250","10,660","8,655","244,890","3,717,689","244,890","3,630,713","45,570","86,976","4,300","117,932","3,660","82,336","1,250","2,748","2,710","3,041","2,560","9,034","3,990","13,581","4,140","14,158","2,140",956,"1,410","9,332",30,147,70,56,100,265,"2,660","9,121",180,"2,017","14,010","8,866","158,480","893,860","156,770","90,389",0,0,"4,710","1,770","57,130","18,730","2,420",95,"2,380",786,"11,760","5,811","21,930","3,537","22,770","8,361",300,81,"28,440","48,323","14,090","123,686","14,410","124,790","230,160","628,395","76,580","249,607","68,170","226,549","52,100","92,694","11,010","8,833","5,850","4,450","119,880","71,659","142,740","122,468",20,158,0,0,"23,020","24,312","215,940","529,895","214,770","526,536","1,740","3,359"
KS,4,"335,360","182,670","78,660","61,720","313,100","8,360","156,370","248,140","602,660","7,180","4,210",490,"2,490",670,"64,680","74,180","12,241,711","335,360","12,384,124","291,770","10,102,229","76,560","65,262","37,450","91,487","34,450","58,801","3,180","1,808","36,870","331,123","33,390","103,203","30,240","306,682","55,730","845,419","8,790","8,370","28,823","56,190","418,297","8,140","33,089","73,680","142,413","6,020","1,418",340,"2,555","7,010","33,822","4,520","17,147","35,230","34,941","325,720","5,366,399","325,720","5,269,445","49,250","96,954","9,640","251,557","6,650","133,059","5,210","11,527","4,120","6,148","6,740","22,973","9,100","39,078","9,510","41,531","6,020","3,020","4,530","31,075",120,599,170,189,130,401,"6,700","33,489",580,"8,376","37,350","52,815","331,530","6,594,207","328,890","716,512",10,158,"8,680","7,207","148,540","169,182","8,970",558,"11,050","6,378","20,020","18,814","59,570","11,908","97,050","130,064","1,710",851,"29,470","70,749","15,560","134,035","16,030","140,378","325,580","1,310,007","75,160","174,364","67,230","155,119","71,900","154,000","11,390","9,165","4,840","5,530","250,160","547,330","265,550","625,447",40,42,0,0,"50,400","71,039","282,750","754,750","279,950","746,993","4,130","7,757"
KS,5,"199,550","77,980","93,570","21,530","186,400","4,800","107,310","132,880","424,390","2,570","1,170",310,"1,090",20,"25,670","59,820","12,282,023","199,550","12,428,776","170,640","9,409,693","73,800","77,754","39,040","129,212","36,230","85,771","5,300","3,669","29,440","299,227","34,860","153,722","28,570","399,008","47,500","997,069","8,210","5,150","18,099","46,030","750,906","9,160","78,674","59,710","146,753","6,170","1,529",500,"4,739","5,880","35,235","4,580","21,577","28,270","32,337","185,610","3,564,025","185,610","3,488,907","38,260","75,117","13,930","351,162","6,680","133,014","10,360","32,503","3,350","6,203","11,460","40,799","13,360","76,566","13,840","78,943","9,880","4,816","8,750","61,923",170,955,340,251,270,867,"10,310","58,809",780,"11,411","36,160","78,657","198,910","8,290,296","198,300","993,009",10,208,"3,730","8,765","90,400","198,271","11,890","1,037","9,500","5,301","13,100","14,599","19,500","3,288","67,400","171,109","1,980","1,409","23,930","65,668","4,580","48,116","5,630","56,496","195,550","1,182,279","3,520","1,776","2,740","1,385","22,170","45,281","7,860","6,706","1,320","2,160","175,510","794,738","182,260","868,931",20,26,0,0,"47,310","99,133","151,630","411,321","148,070","401,137","4,900","10,183"
KS,6,"130,750","27,980","93,370","7,400","122,560","3,100","74,240","83,030","329,190",920,310,200,410,0,"12,270","43,020","11,349,455","130,750","11,477,243","112,570","8,468,116","62,620","74,042","34,590","139,734","32,090","96,135","5,540","3,632","23,450","267,457","31,010","184,387","23,080","425,214","36,300","940,187","6,840","3,500","11,747","32,310","701,920","9,190","114,081","44,660","127,788","6,110","1,677",530,"5,466","4,820","34,300","3,330","17,238","20,560","23,546","117,010","2,601,505","117,010","2,547,257","26,460","54,247","13,730","367,877","5,200","105,363","11,740","50,947","1,870","4,536","12,090","45,833","13,300","96,370","13,690","98,936","10,410","5,448","9,620","71,103",160,838,370,302,280,920,"10,820","71,983",820,"13,045","30,710","87,372","130,520","8,290,135","130,170","1,034,575",20,94,"1,490","5,690","65,460","190,235","11,200","1,272","10,550","6,383","12,140","13,590",0,0,"52,900","165,191","1,890","1,432","19,030","58,920","1,170","12,424","1,870","18,700","128,850","1,123,570",0,0,0,0,"4,870","8,811","7,110","6,266",260,554,"125,080","844,340","127,010","912,084",50,77,0,0,"35,220","95,841","95,280","306,236","91,780","293,601","4,610","12,635"
KS,7,"191,970","21,040","164,280","5,200","180,400","4,590","112,530","99,600","532,600",850,230,330,290,0,"9,930","63,600","25,841,884","191,970","26,153,378","167,910","18,836,517","117,320","187,466","72,830","435,980","68,160","318,132","10,280","8,524","39,500","666,790","65,920","661,428","39,060","1,107,522","56,150","1,953,290","11,200","4,500","14,507","44,360","1,167,784","24,340","632,783","76,650","311,494","11,810","3,232","2,310","34,607","10,060","89,648","5,690","32,969","30,100","35,233","158,170","3,763,799","158,170","3,687,620","35,720","76,178","33,800","1,060,826","7,620","159,462","31,070","217,933","2,580","8,316","31,330","149,473","33,030","300,946","33,740","307,001","26,420","17,015","25,970","242,709",380,"2,174","1,130",767,"1,160","5,946","29,600","291,625","2,250","48,995","60,590","290,552","191,850","20,719,489","191,620","3,036,119",110,900,"1,010","7,272","111,290","332,978","26,730","5,823","20,000","11,740","17,520","23,403",0,0,"88,310","281,147","3,590","3,529","32,550","139,931",230,"2,432","1,090","10,015","189,620","3,017,472",0,0,0,0,860,"2,092","14,570","13,638",40,118,"190,510","2,703,141","190,980","2,865,679",970,271,340,138,"74,040","318,625","117,650","467,125","109,810","416,395","10,410","50,730"
KS,8,"50,510","4,020","45,270",970,"47,760","1,220","35,960","15,640","149,210",60,20,20,20,0,730,"17,360","14,325,698","50,510","14,576,962","44,110","9,151,192","40,850","155,904","31,210","449,201","29,740","346,472","2,810","4,892","13,420","577,584","30,240","847,591","11,520","553,498","12,710","634,856","3,220",630,"2,121","10,430","313,198","16,510","1,449,933","18,490","251,264","1,620",403,"2,890","79,524","6,660","82,132",840,"8,147",0,0,"29,330","709,712","29,330","693,516","7,480","16,196","21,180","860,123","1,310","40,753","19,610","312,507","1,530","5,659","20,080","140,356","20,980","207,692","21,170","210,826","15,910","14,700","17,060","220,658",300,"2,175",960,428,"1,690","13,700","19,800","312,187","1,600","59,013","26,600","343,700","50,490","12,410,613","50,470","2,396,544",220,"6,309",120,"1,069","34,710","103,780","15,130","11,119","4,960","2,601",0,0,0,0,"24,100","76,591","1,040","1,874","12,850","104,889",0,0,120,"1,092","49,810","2,371,387",0,0,0,0,20,68,0,0,0,0,"50,410","2,292,763","50,480","2,450,399","19,680","15,034","24,850","25,792","26,790","326,250","23,630","243,766","18,010","149,997","6,890","93,769"
KS,9,"7,480",570,"6,730",150,"7,150",130,"6,620","1,180","22,680",0,0,0,0,0,20,"2,600","5,048,910","7,480","5,142,967","6,490","2,619,843","7,040","85,061","5,970","220,918","5,770","172,528",420,"1,740","2,510","202,182","6,090","521,743","1,530","85,848","1,310","66,491",530,40,141,"1,300","42,548","4,570","1,170,176","3,870","94,057",90,22,870,"35,157","1,940","29,141",160,"1,780",0,0,"2,690","64,897","2,690","63,269",760,"1,628","4,790","309,438",70,"4,766","4,360","173,098",420,"1,693","4,520","47,971","4,770","47,507","4,790","48,614","3,440","4,158","3,600","60,778",80,"1,045",230,72,890,"12,890","4,600","151,354",570,"30,148","4,860","145,161","7,480","4,529,534","7,480","1,148,518",120,"2,258",20,186,"4,520","18,862","3,820","9,739",520,304,0,0,0,0,100,137,130,513,"2,780","31,830",0,0,20,194,"7,390","1,140,878",0,0,0,0,0,0,0,0,0,0,"7,470","1,129,656","7,480","1,206,670","5,050","15,736","6,730","27,494","4,330","186,692","3,130","118,993","1,480","38,713","1,890","80,280"
KS,10,"3,300",310,"2,900",60,"3,130",80,"3,070",350,"9,440",0,0,0,0,0,0,"1,390","9,747,610","3,300","9,810,573","2,780","2,301,754","3,250","328,152","2,940","750,841","2,860","622,204",200,"3,271","1,200","164,451","3,020","2,923,448",700,"38,709",590,"44,430",260,0,0,730,"24,467","2,640","2,860,235","1,960","62,963",20,4,400,"18,545","1,150","16,761",70,812,0,0,770,"18,382",770,"17,877",230,506,"2,530","749,767",10,"1,479","2,360","445,898",170,677,"2,360","42,840","2,530","25,179","2,530","25,542","1,750","3,069","1,440","27,960",50,813,110,37,900,"39,086","2,460","637,097",500,"17,927","2,560","454,417","3,300","8,525,217","3,300","2,428,792",420,"7,434",0,0,"2,370","45,571","2,130","17,781",120,69,0,0,0,0,0,0,50,372,"1,390","23,010",0,0,0,0,"3,270","2,613,931",0,0,0,0,0,0,0,0,0,0,"3,300","2,383,220","3,300","2,527,260","2,140","19,332","3,090","99,323","1,570","350,183","1,730","434,218",460,"50,076","1,400","384,142"
KY,0,"1,967,010","905,990","744,220","269,540","1,830,490","53,300","1,044,260","1,340,410","3,757,120","35,880","20,080","1,970","13,820","5,660","330,040","471,540","114,990,513","1,957,240","116,233,799","1,643,380","83,139,229","484,990","934,858","275,070","2,540,677","256,430","1,908,972","46,710","42,945","296,960","3,325,918","241,570","5,130,324","184,030","3,380,135","399,180","9,939,166","68,930","53,400","236,983","288,810","4,015,229","94,390","5,248,177","447,010","1,243,286","42,960","11,168","6,970","159,191","39,980","292,641","22,160","109,556","163,690","176,257","1,815,350","31,833,853","1,815,350","31,232,226","304,940","601,626","122,400","4,020,784","27,960","514,228","108,980","1,393,022","11,620","16,732","107,990","430,033","119,410","933,631","121,880","951,494","81,320","44,982","94,590","933,053","1,600","11,043","3,540","2,824","5,000","78,421","102,840","1,370,403","5,890","136,373","229,730","1,446,629","1,490,240","82,985,192","1,484,840","13,309,400",950,"12,503","20,290","27,486","705,110","1,340,874","75,530","47,171","69,350","38,922","92,130","99,545","155,970","29,263","504,730","1,050,550","15,900","14,217","225,300","609,328","39,550","282,183","44,040","307,729","1,871,460","16,267,372","395,130","962,821","355,710","856,077","287,870","505,256","76,910","66,612","13,790","12,952","1,262,010","11,968,537","1,380,110","12,878,122","28,880","49,649","35,780","143,821","332,420","1,484,817","1,574,850","4,858,840","1,542,970","4,251,396","41,200","607,445"
KY,1,"29,200","17,290","9,900",990,"19,510","3,120","17,270","7,370","44,170",170,120,0,50,0,690,"13,370","-2,698,529","19,510","-2,677,804","5,490","183,468","7,910","35,175","4,030","44,332","3,720","34,037",260,565,"9,620","-154,397","5,630","145,179","2,140","28,296","3,770","49,342","5,750",150,702,50,170,"4,110","-716,302","5,000","20,725",100,23,40,459,"1,320","7,460",120,659,830,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,"1,306",30,"1,138",530,150,80,78,0,0,0,0,0,0,0,0,50,38,0,0,"2,770","5,923","1,900","17,340","2,020","17,239","10,720","58,300","2,140","2,604","1,390","1,827",850,"1,666",780,734,"1,030","1,224",540,"1,229","3,930","9,234",120,238,0,0,"2,520","4,293","9,670","53,256","9,120","39,896",740,"13,360"
KY,2,"275,480","219,970","24,520","26,700","252,850","10,320","118,180","174,830","273,300","7,500","4,550",150,"2,800","2,130","36,650","44,210","1,423,247","275,400","1,454,871","219,480","1,179,259","29,570","16,275","15,340","19,303","13,970","13,023",640,324,"36,570","125,959","13,440","12,200","9,730","41,148","22,600","112,234","4,430","2,290","7,115",750,"3,109","2,760","-4,143","35,340","31,624",300,66,40,176,"2,140","7,108",320,982,"3,360","2,959","274,030","3,179,688","274,030","3,116,680","33,720","63,008","1,420","28,134","1,070","17,895",580,"1,675",620,348,770,"2,032","1,260","3,390","1,320","3,715",540,235,580,"4,408",10,56,20,37,40,164,750,"1,189",50,532,480,115,"5,240","10,185","4,550","1,251",0,0,"1,600",628,820,124,480,16,0,0,80,22,40,8,190,73,10,3,"29,920","22,186","4,800","39,341","5,020","39,655","241,300","216,688","97,840","107,307","87,610","95,991","29,860","20,068","6,880","5,870","1,930","1,566","4,220","1,127","36,700","24,187",0,0,0,0,"19,740","9,414","229,610","201,869","228,800","199,712","1,090","2,157"
