STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
MI,6,"418,120","91,920","294,310","25,820","247,850","1,017,290","304,920","1,300",260,50,990,0,990,"28,580","133,590","36,230,698","418,120","36,615,288","357,860","26,734,453","176,480","174,727","111,930","431,661","104,730","320,965","119,100","62,535","66,420","736,916","95,040","333,151","73,140","1,359,782","127,670","3,796,925","5,010","24,730","81,775","107,340","2,298,411","26,320","352,465","128,710","384,590","16,380","4,240","1,900","22,006","10,260","68,671","12,260","63,584","59,100","71,942","2,430","5,188","1,820","7,670","200,970","3,716,574","29,140","283,186","185,740","672,204","13,320","21,379","187,510","633,383","200,880","1,393,684","156,950","51,206","162,790","954,324","6,130","18,577","6,120","3,268","41,680","54,115","2,700","4,757","168,140","598,211","51,150","347,703","6,550","54,225","417,400","25,816,068","416,590","3,809,055","1,390","2,431","5,100","12,032","188,180","298,888","35,300","5,910","27,820","14,762","41,690","58,426",0,0,"119,670","206,279","21,780","7,157","48,660","140,337","2,410","7,215","6,050","21,026","5,160","5,827","415,170","4,436,486",0,0,0,0,"2,730","4,511","29,250","29,011",440,547,"413,390","3,510,179","414,540","3,680,247",140,160,70,196,"101,680","259,957","303,950","968,222"
MI,7,"563,520","64,030","477,190","18,000","337,880","1,564,040","523,390",730,130,40,560,0,380,"23,240","169,120","75,482,873","563,520","76,340,914","500,940","57,378,867","301,830","393,652","206,860","1,106,696","195,110","859,018","267,500","179,677","102,540","1,806,537","181,200","1,157,145","100,580","2,811,684","163,930","6,089,535","6,560","24,310","78,291","121,570","3,028,236","61,640","1,596,474","207,250","858,041","34,090","9,286","6,890","107,646","20,220","172,425","19,400","109,430","77,520","87,655","16,120","34,168","4,810","28,120","415,540","9,376,248","27,730","319,600","400,360","2,320,048","12,530","28,716","399,280","1,701,175","415,480","4,217,799","334,300","126,313","352,580","2,418,028","14,600","42,713","15,790","7,797","12,920","9,101","9,290","20,338","371,630","1,561,561","84,960","625,652","13,960","147,839","563,080","57,925,584","562,450","9,969,496","10,820","23,722","3,160","9,865","268,640","355,447","72,400","28,479","53,420","27,737","62,210","95,174",0,0,"122,800","171,833","33,460","12,747","77,350","305,800",350,908,"3,580","11,933","3,390","5,851","560,950","10,868,660",0,0,0,0,610,"1,165","56,310","57,716",40,63,"561,430","9,614,122","562,000","9,984,661","3,560","1,041","1,230",798,"181,980","733,655","356,910","1,448,988"
MI,8,"134,420","11,590","119,100","2,950","95,590","398,300","144,830",20,0,0,20,0,0,"1,780","40,560","37,949,547","134,420","38,633,824","121,320","26,492,738","99,460","311,145","81,780","1,047,199","78,700","854,192","62,840","84,418","31,480","1,606,469","78,610","1,512,691","24,730","1,189,138","31,210","1,563,368","1,750","2,180","8,197","24,110","663,099","41,430","3,492,794","48,720","684,277","4,660","1,157","7,220","207,614","14,090","165,047","2,950","28,631",0,0,0,0,"4,670","61,086","128,690","4,780,309","2,560","67,821","126,730","1,598,605","1,480","5,857","124,000","866,825","128,660","2,538,556","94,080","41,768","100,210","945,016","4,050","17,660","5,760","2,407",0,0,"9,020","35,047","119,920","901,644","19,720","217,601","5,380","145,561","134,300","31,767,695","134,290","7,475,813","74,880","290,356",390,"1,456","55,800","128,384","39,070","93,300","11,930","5,967",0,0,0,0,60,63,"7,010","4,336","30,220","209,015",0,0,450,"1,637",460,"1,387","133,740","7,698,232",0,0,0,0,0,0,0,0,0,0,"134,190","7,347,465","134,340","7,682,989","58,440","45,132","60,770","53,617","62,060","741,873","55,730","455,109"
MI,9,"19,910","1,710","17,580",470,"17,390","60,310","22,830",0,0,0,0,0,0,60,"6,330","13,396,025","19,910","13,692,856","17,780","7,696,338","17,940","157,972","15,790","529,076","15,400","439,341","9,540","42,938","5,420","568,670","16,010","963,295","3,180","173,405","3,340","177,722",330,110,453,"3,260","93,775","12,220","2,962,086","10,630","296,831",300,74,"2,110","89,209","4,310","60,509",540,"5,616",0,0,0,0,"1,880","59,526","19,430","1,385,402",110,"7,800","19,250","620,817",140,821,"18,880","231,610","19,430","867,712","12,590","6,676","13,340","182,495",530,"4,540",850,251,0,0,"3,370","26,255","18,560","348,813","2,670","67,691","1,330","83,297","19,880","12,022,017","19,900","3,566,940","7,380","72,553",40,159,"12,120","106,141","9,970","78,498","1,080",602,0,0,0,0,0,0,740,"1,152","6,820","67,809",0,0,30,137,60,214,"19,830","3,628,722",0,0,0,0,0,0,0,0,0,0,"19,880","3,460,883","19,900","3,635,009","14,610","45,808","16,990","56,231","9,410","383,914","5,320","135,136"
MI,10,"9,190",910,"7,950",220,"8,580","26,130","9,000",0,0,0,0,0,0,0,"3,530","29,080,673","9,190","29,590,277","8,150","7,975,788","8,920","604,593","8,040","1,985,928","7,880","1,709,762","5,920","144,881","2,450","455,497","8,250","6,982,897","1,450","106,867","1,600","90,679",190,30,117,"1,720","51,796","7,280","10,015,119","6,020","509,604",70,16,920,"48,662","2,880","42,262",230,"2,569",0,0,0,0,"2,130","341,121","8,890","2,565,631",20,"3,383","8,820","1,327,303",50,"1,098","8,680","201,700","8,890","1,543,375","5,190","3,625","5,020","81,562",240,"2,778",310,101,0,0,"2,950","113,838","8,600","1,223,943","1,210","200,410","1,180","114,591","9,180","26,536,828","9,190","8,540,513","1,270","74,580",0,0,"6,530","356,377","5,780","251,869",190,123,0,0,0,0,0,0,230,790,"3,480","54,020",0,0,10,40,20,105,"9,150","9,236,486",0,0,0,0,0,0,0,0,0,0,"9,180","8,308,433","9,180","8,550,639","6,470","64,584","8,290","238,173","3,530","690,018","2,120","786,250"
MN,0,"2,737,450","1,363,210","1,069,220","266,790","1,481,680","5,150,140","1,565,170","79,880","27,170",210,"52,510","10,120","16,180","232,980","678,120","195,637,737","2,730,980","199,087,585","2,304,960","141,073,556","864,990","1,489,661","612,550","4,042,929","569,550","3,240,898","446,790","580,174","397,900","5,399,601","534,310","9,090,282","322,700","5,271,923","518,270","11,377,662","69,070","122,940","669,247","391,040","5,661,521","185,050","13,382,627","808,870","3,449,848","62,780","15,582","21,320","412,162","103,630","744,756","58,700","282,194","341,620","374,639","32,940","81,592","46,040","510,025","969,310","25,604,030","179,240","1,858,134","901,140","8,940,705","55,700","67,498","883,550","3,340,191","967,350","12,674,197","665,920","255,259","751,110","5,699,983","23,780","85,286","107,010","42,006","114,000","152,735","25,560","168,582","811,520","3,946,970","194,800","1,371,217","28,010","357,366","2,230,770","140,809,207","2,213,440","27,788,554","94,850","639,101","15,550","17,152","888,530","1,176,213","171,900","146,334","154,410","78,060","179,660","210,203","160,320","29,184","412,760","551,478","60,770","27,622","334,330","1,026,528","27,500","101,427","33,240","103,708","68,060","45,197","2,584,790","31,591,365","343,550","744,397","287,640","645,928","222,340","308,115","148,920","138,182","13,790","17,325","2,050,050","26,691,836","2,164,570","28,173,727","67,460","128,208","70,220","243,293","572,930","2,863,545","2,007,200","5,438,920"
MN,1,"31,620","19,390","10,420","1,100","22,220","48,010","7,590",360,180,0,180,20,0,490,"14,970","-2,604,561","25,140","-2,547,064","9,810","292,404","11,380","54,946","7,970","56,565","7,130","42,962","1,010","5,616","9,590","-78,716","11,610","151,066","3,080","48,663","4,180","44,955","6,180",360,"1,871",40,145,"6,000","-591,430","10,220","57,497",110,26,60,"1,204","2,600","14,276",160,745,"1,650","1,812","1,540","5,492","2,850","20,121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,"1,473",60,"1,423",70,33,70,120,0,0,0,0,20,14,0,0,30,35,0,0,"4,830","10,693",650,"4,192",700,"2,945",20,15,"14,290","67,337","3,610","4,118","2,260","2,667","1,190","2,065","1,490","1,417",530,"1,262",100,"1,350","5,450","13,684",140,189,20,319,"3,120","5,752","11,940","51,839"
MN,2,"373,520","327,970","22,410","20,360","160,650","277,890","48,730","31,190","8,800",20,"22,380","4,950","1,990","25,660","72,520","1,869,949","373,520","1,934,099","288,740","1,556,538","57,110","23,765","39,410","47,096","35,630","28,189","3,590","2,031","36,900","122,691","34,130","9,873","20,560","77,621","35,470","146,802","4,000","4,070","11,679",670,"2,783","4,450","-7,197","46,350","64,150",500,107,90,418,"4,400","14,547",770,"2,315","8,000","7,023","5,980","19,636","1,390","3,444","13,100","212,879","10,000","106,550","3,970","10,088","7,050","3,680","9,430","25,959","12,600","41,701","5,730","1,616","6,300","37,232",200,886,670,135,900,"1,193",230,302,"8,620","11,003","5,690","11,418",380,"2,498","57,570","96,839","53,560","9,609",20,29,310,110,"2,710",244,"1,700",52,0,0,610,174,40,11,20,2,0,0,"32,290","23,177","1,690","7,265","1,750","5,878",190,84,"308,960","223,007","88,110","83,223","76,610","74,220","21,360","13,337","11,730","10,025","1,150","1,533","52,780","9,366","86,700","33,787",10,8,10,13,"27,590","12,319","290,730","199,282"
MN,3,"471,710","329,510","61,080","74,680","233,870","679,010","194,810","23,190","9,140",70,"13,970","3,210","7,470","66,250","110,970","8,162,109","471,710","8,325,421","374,090","6,184,859","84,790","59,561","54,740","109,157","49,520","68,228","12,840","7,135","62,370","519,082","46,620","61,494","47,880","347,336","80,410","786,574","7,860","19,340","80,879","43,880","77,112","9,920","27,667","98,360","163,312","2,200",462,470,"2,725","10,430","36,697","4,270","13,764","36,010","32,938","3,450","9,058","3,140","7,944","39,940","640,490","27,940","281,987","19,890","31,303","17,300","11,709","30,520","74,340","39,290","124,061","19,970","5,307","20,560","113,802",620,"2,504","2,290",577,"3,420","4,436",590,952,"29,560","63,591","10,850","39,321","1,240","8,572","337,450","2,298,952","331,640","240,858",100,93,"1,760",787,"100,760","37,503","6,210",248,"5,470","1,666","34,910","21,684","37,970","6,264","21,380","7,187","1,500",285,"55,090","90,690","7,040","25,993","6,920","21,427","21,680","11,074","432,370","1,149,829","132,450","412,984","113,070","368,844","91,620","126,193","28,980","24,109","4,300","5,081","273,970","203,358","315,070","308,502",30,39,20,52,"54,960","54,855","393,460","888,980"
MN,4,"646,860","390,420","137,100","104,950","331,100","1,115,520","335,790","18,010","7,560",70,"10,380","1,930","5,630","81,220","137,930","23,657,822","646,860","24,067,852","560,350","19,232,357","139,470","102,763","86,950","197,860","79,440","133,965","58,260","33,344","73,940","708,753","72,460","144,480","62,860","634,284","110,260","1,719,002","13,070","35,560","183,702","106,490","745,813","19,400","135,586","185,180","410,030","9,150","2,072","1,370","10,292","17,760","80,499","13,970","54,723","105,960","118,738","3,650","8,172","6,000","18,870","123,820","1,838,156","46,120","438,657","104,770","215,716","16,560","18,329","103,040","236,791","123,390","495,764","71,030","19,608","84,850","462,729","2,650","10,389","8,290","3,076","25,690","33,791","1,300","2,255","88,700","206,447","29,510","160,906","3,350","22,065","625,610","13,110,010","620,780","1,629,422",80,214,"7,120","4,644","238,360","195,797","19,790","1,175","25,320","13,426","47,030","49,064","93,300","17,650","117,660","110,709","9,140","2,322","59,920","144,804","13,080","45,020","14,590","43,730","30,990","17,750","629,150","2,665,023","117,220","243,342","94,200","199,685","88,600","136,347","29,820","25,276","5,890","6,874","536,870","1,433,626","562,750","1,605,889",50,74,30,84,"105,660","161,134","529,520","1,198,497"
MN,5,"401,200","178,660","176,300","38,120","228,810","810,150","232,880","4,820","1,140",30,"3,660",20,830,"30,450","113,700","24,734,398","401,200","25,140,011","345,170","18,983,993","137,420","114,193","89,420","253,098","82,420","179,781","87,000","57,333","59,240","627,253","75,130","218,175","55,360","732,177","92,940","2,103,902","11,700","25,640","154,345","86,350","1,333,444","21,900","240,336","140,530","405,613","10,770","2,564","1,790","16,316","14,720","84,796","13,100","62,016","73,350","83,710","5,290","11,273","6,080","20,540","166,210","2,721,944","38,500","385,558","157,280","512,941","7,090","12,094","147,290","371,702","165,990","935,102","105,760","29,938","126,450","747,669","3,770","13,537","14,270","5,678","37,050","50,991","1,690","3,250","126,400","318,476","37,960","227,190","4,370","30,994","398,910","16,379,797","397,470","2,315,359",280,473,"3,770","5,475","155,090","211,846","24,580","2,204","22,390","11,653","27,800","36,199","29,010","5,259","93,870","148,926","12,120","3,845","47,820","132,839","4,040","15,959","5,980","20,080","9,570","8,120","394,790","2,804,909","2,160",730,"1,510",512,"16,640","25,092","19,750","18,505","1,600","2,186","380,250","2,103,512","386,690","2,257,593",80,75,40,47,"96,830","211,615","294,350","732,021"
MN,6,"278,770","63,250","198,110","14,320","168,030","682,960","206,150","1,530",220,20,"1,290",0,190,"14,360","85,930","24,197,551","278,770","24,556,000","242,700","18,194,030","120,470","118,097","82,080","269,821","76,020","199,710","79,610","60,436","48,510","587,930","68,930","272,105","46,630","822,407","74,140","2,095,431","9,710","17,480","106,606","64,060","1,313,453","22,340","332,665","102,800","358,449","11,220","2,823","2,050","21,026","11,670","80,410","10,160","51,989","47,780","56,565","1,900","4,047","5,860","21,429","158,760","3,039,564","27,650","278,292","154,100","698,285","3,420","7,465","147,050","436,389","158,680","1,189,025","111,050","36,681","127,540","863,114","4,020","13,008","16,600","6,473","35,580","53,342","2,110","4,313","132,320","384,883","33,940","209,126","4,290","35,065","278,040","16,965,824","277,240","2,479,940",800,"1,475","1,530","3,220","126,550","212,762","23,910","2,578","27,270","14,973","27,020","37,975",0,0,"82,950","147,625","11,720","4,386","39,570","124,783",850,"2,578","2,050","5,931","3,250","3,718","275,710","2,800,960",0,0,0,0,"2,350","4,032","19,110","19,168",280,334,"274,530","2,267,180","275,720","2,410,153",90,68,30,22,"76,060","211,948","193,870","573,951"
MN,7,"403,790","43,470","347,680","10,510","241,930","1,142,880","391,500",760,140,0,630,0,60,"13,140","108,360","54,321,844","403,790","55,126,522","365,460","42,213,613","214,450","265,918","163,530","759,814","153,860","595,921","162,480","154,792","77,460","1,360,771","140,010","990,618","65,740","1,692,151","96,510","3,380,500","12,320","18,400","115,841","71,760","1,710,572","53,800","1,500,088","171,450","804,678","24,900","6,582","6,940","102,528","22,220","188,787","14,270","76,668","68,870","73,853","11,140","23,914","10,990","56,316","339,820","8,193,371","26,730","302,254","334,920","2,583,444","3,160","8,771","323,650","1,249,337","339,760","3,972,924","258,400","107,249","285,360","2,254,732","9,270","27,199","43,300","16,758","11,360","8,982","7,400","17,467","305,270","1,095,999","59,580","398,218","9,060","95,306","403,350","40,710,033","402,730","6,909,983","8,840","21,346",900,"2,564","202,470","269,062","52,760","11,159","57,410","28,697","42,270","65,093",0,0,"96,800","136,944","20,370","9,666","63,670","260,676",140,420,"1,120","3,291","2,030","3,365","400,600","7,337,404",0,0,0,0,580,"1,049","38,040","39,682",40,55,"401,750","6,640,928","402,280","6,943,694","2,210",716,670,597,"145,130","638,620","242,740","929,495"
MN,8,"107,050","8,390","95,980","2,250","74,850","324,980","122,010",30,0,0,30,0,20,"1,350","27,020","30,297,651","107,050","30,897,161","98,180","21,629,185","78,610","218,540","69,590","766,596","67,110","632,533","33,890","71,511","23,870","1,031,578","66,180","1,329,631","17,180","731,042","20,730","920,104","3,440","1,960","13,309","14,730","390,870","33,270","3,037,801","40,980","599,510","3,670",883,"6,180","161,645","13,590","157,515","1,600","15,763",0,0,0,0,"6,200","71,216","105,120","4,730,101","2,210","56,523","104,030","2,084,404",810,"2,909","100,750","642,007","105,110","2,786,100","78,510","42,517","84,300","955,005","2,720","12,700","17,100","7,226",0,0,"7,250","32,265","99,050","710,333","14,340","159,327","3,560","82,498","106,940","24,455,827","106,950","5,841,071","73,630","402,994",100,319,"47,360","59,978","30,630","27,951","14,780","6,720",0,0,0,0,50,50,"5,070","4,714","23,500","158,783",0,0,110,370,290,855,"106,130","5,863,185",0,0,0,0,0,0,0,0,0,0,"106,890","5,781,113","106,990","6,040,407","48,540","37,153","49,480","41,533","52,860","698,595","43,950","342,466"
MN,9,"15,960","1,440","14,090",370,"13,710","48,430","18,390",0,0,0,0,0,0,50,"4,420","10,741,211","15,960","10,973,827","14,350","6,443,174","14,480","112,694","12,740","377,764","12,400","310,787","4,370","36,041","4,110","288,240","12,910","799,502","2,390","114,209","2,450","112,786",540,110,840,"2,000","55,334","8,640","2,207,724","8,310","232,616",230,54,"1,590","60,800","3,640","49,843",270,"2,819",0,0,0,0,"1,840","53,370","15,690","1,504,267",80,"6,771","15,390","915,450",270,813,"15,160","165,155","15,690","1,092,649","10,960","7,938","11,520","186,149",360,"3,167","3,210","1,444",0,0,"2,710","22,379","14,970","273,041","1,990","52,688",980,"37,803","15,940","9,239,446","15,960","2,763,914","9,680","121,210",0,0,"9,940","48,150","7,910","27,414","1,430",727,0,0,0,0,0,0,620,"1,368","4,970","44,881",0,0,10,56,30,153,"15,850","2,767,683",0,0,0,0,0,0,0,0,0,0,"15,950","2,715,804","15,960","2,844,415","11,610","37,868","13,670","40,995","7,830","322,290","4,900","108,550"
MN,10,"6,970",720,"6,040",150,"6,530","20,330","7,320",0,0,0,0,0,0,0,"2,300","20,259,763","6,970","20,613,756","6,130","6,343,403","6,800","419,184","6,130","1,205,158","6,020","1,048,822","3,740","151,935","1,910","232,019","6,330","5,113,338","1,020","72,033","1,190","67,606",270,30,175,"1,060","31,995","5,320","6,499,387","4,710","353,993",40,9,780,"35,208","2,590","37,386",140,"1,392",0,0,0,0,"1,710","236,775","6,850","2,723,258",20,"1,542","6,790","1,889,074",40,"1,728","6,680","138,511","6,840","2,036,871","4,520","4,405","4,230","79,551",170,"1,896","1,280",639,0,0,"2,280","85,399","6,650","883,197",940,"113,023",790,"42,565","6,960","17,552,479","6,970","5,596,925","1,370","89,844",0,0,"5,210","140,751","4,390","73,553",350,198,0,0,0,0,0,0,230,"1,036","2,670","35,202",0,0,0,0,10,63,"6,940","5,912,028",0,0,0,0,0,0,0,0,0,0,"6,970","5,535,599","6,970","5,715,603","4,720","52,018","6,270","159,631","2,910","546,417","1,750","413,839"
MS,0,"1,230,280","503,610","401,970","300,780","703,310","2,504,290","937,530","22,430","14,300","1,380","6,740","5,290","38,120","303,540","270,250","59,498,508","1,225,870","60,339,774","1,037,080","43,624,537","242,110","374,357","127,560","815,642","117,960","658,821","154,640","165,394","228,790","1,920,990","111,550","2,084,962","85,830","1,323,589","231,830","5,495,256","39,760","31,590","101,344","157,310","2,091,888","53,100","3,228,133","289,070","841,266","34,960","9,016","4,070","93,026","28,850","193,134","16,610","79,350","71,130","73,108","11,550","29,459","3,780","62,971","296,090","6,858,103","90,230","750,456","218,760","1,154,977","67,330","113,951","220,480","470,891","294,510","1,889,247","193,500","116,997","189,600","1,190,702","5,290","20,610","5,500","6,239","37,560","51,731","5,940","37,498","250,380","1,786,464","110,210","1,054,224","9,600","178,276","865,250","38,205,203","868,390","6,860,713","14,490","60,402","24,120","16,284","376,980","429,429","29,930","34,175","59,520","34,229","78,700","77,532","85,900","16,478","207,410","229,300","17,440","9,175","165,370","413,191","46,860","167,111","51,750","186,237","39,260","29,652","1,178,040","10,255,486","379,910","1,079,814","343,290","950,362","259,950","334,301","96,640","88,977","19,280","8,410","734,740","6,447,010","844,050","7,002,822","11,760","19,477","14,340","56,984","201,250","962,866","985,070","3,101,394"
MS,1,"16,430","9,140","6,060",650,"11,060","25,450","3,700",170,110,0,50,0,0,840,"8,120","-1,429,088","12,020","-1,414,822","3,400","97,677","4,650","19,100","2,780","16,090","2,550","11,650",490,"1,819","6,510","-116,511","3,780","85,944","1,200","13,914","2,100","26,422","2,350",100,380,30,128,"2,720","-237,203","3,430","14,266",90,22,20,334,980,"5,215",80,338,400,451,490,"1,717",60,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,864,40,755,460,134,70,221,0,0,0,0,10,14,0,0,40,25,0,0,"2,090","4,902","1,990","11,270","2,090","11,038",10,12,"8,320","28,443","1,430","1,680",870,"1,046",550,827,"1,180","1,116","1,410",856,480,641,"2,830","6,154",60,85,20,56,"1,840","3,279","7,260","21,465"
MS,2,"180,430","135,230","14,170","29,040","91,220","202,090","59,810","4,810","3,350",170,"1,290","1,530","4,630","39,650","27,350","1,027,809","180,430","1,059,383","142,460","831,346","14,840","8,001","8,420","11,755","7,690","7,802","1,650",866,"33,430","129,022","7,550","3,879","5,160","20,925","14,310","70,244","2,010","2,740","6,829",400,"1,947","1,840","-3,000","32,590","31,574",490,116,40,100,"2,050","6,935",290,"1,007","1,930","1,756","2,240","6,761",90,197,"5,090","77,233","3,690","34,343","1,400","1,987","2,820","2,239","2,760","4,938","4,790","10,722","2,410","1,286","2,100","11,863",60,262,40,48,420,618,70,95,"3,390","6,564","2,390","11,178",150,"1,246","16,410","28,188","17,600","3,499",0,0,"1,900",610,"1,000",170,430,11,0,0,250,63,50,14,200,70,40,10,"27,890","24,565","7,520","31,593","7,960","31,983",170,82,"162,110","212,457","77,360","119,207","70,580","102,051","30,520","21,763","13,290","12,220","4,730","1,754","17,090","3,329","46,280","28,636",0,0,0,0,"13,940","6,723","153,640","189,517"
MS,3,"354,670","163,180","44,490","141,700","196,350","703,690","316,070","8,740","6,020",300,"2,430","2,710","22,670","129,110","58,560","6,018,392","354,670","6,107,544","296,770","4,960,786","28,980","20,052","12,570","25,691","11,310","17,704","7,360","4,051","72,870","441,967","10,350","14,609","13,400","95,144","44,950","477,834","4,830","12,680","35,487","19,040","34,437","3,640","7,372","72,590","89,152","3,030",729,110,408,"3,650","14,097","2,110","6,983","9,130","8,153","2,200","6,259",110,217,"24,020","359,238","14,570","112,779","9,970","10,129","11,960","11,640","11,150","16,229","23,500","47,232","11,820","7,134","8,650","43,616",270,876,190,327,"2,300","3,544",170,292,"18,130","61,198","11,850","82,973",620,"4,344","185,880","1,055,858","188,650","113,138",60,34,"9,810","2,913","71,490","23,735","1,040",37,"6,130","2,043","18,190","9,056","24,110","4,560","25,000","7,497","1,170",403,"56,540","90,997","23,110","77,258","24,130","80,241","14,260","8,203","340,600","1,337,304","198,710","743,802","185,880","665,547","147,590","200,407","33,870","32,236","10,010","3,601","135,700","89,406","193,580","191,752",30,30,0,0,"26,300","25,454","321,420","1,167,394"
MS,4,"309,340","124,700","79,030","96,450","169,020","639,370","251,730","6,100","3,860",360,"1,890","1,050","9,030","87,620","62,050","11,025,889","309,340","11,139,027","273,640","9,358,446","44,910","31,732","20,150","45,250","18,280","32,952","27,950","18,056","42,120","138,076","16,410","36,669","17,840","168,009","56,710","979,392","7,260","7,810","24,447","48,520","313,667","6,290","35,431","60,590","113,138","10,530","2,584",220,"1,519","4,700","23,968","4,530","16,952","22,420","22,607","1,880","4,924",310,906,"68,200","1,163,835","31,430","234,830","44,980","69,273","20,460","28,538","38,270","53,479","67,740","180,901","38,000","22,614","33,200","157,288","1,060","4,150",780,"1,697","11,080","15,086",310,602,"54,940","237,339","34,730","314,154","1,630","12,257","294,870","5,148,086","294,100","622,670",60,118,"8,680","5,696","143,790","126,218","3,460",230,"21,080","12,752","27,240","27,179","50,020","9,990","83,040","72,461","5,290","2,579","24,560","52,972","12,200","40,483","13,400","47,673","16,420","11,393","302,870","1,396,111","101,370","214,773","85,240","181,478","72,620","99,934","22,080","20,342","2,830","1,931","223,080","496,452","239,820","567,645",70,77,20,42,"43,470","65,061","262,600","784,435"
MS,5,"148,300","44,760","76,610","22,740","88,930","336,040","111,190","1,630",700,230,700,0,"1,370","27,180","42,230","9,099,217","148,300","9,193,540","127,660","7,039,707","41,000","33,335","19,140","57,931","17,510","43,710","30,100","23,453","24,410","159,152","15,960","54,122","15,010","189,324","41,360","1,042,887","6,370","3,720","14,407","34,730","511,380","6,360","61,977","39,770","94,323","6,690","1,748",240,"1,975","3,750","21,718","3,120","14,051","15,360","16,415","1,560","3,361",380,"1,042","56,970","1,103,040","19,410","161,139","41,930","105,094","13,180","23,666","41,560","64,408","56,790","219,465","36,730","20,144","36,800","192,657","1,010","3,783",920,"1,419","11,680","16,141",390,719,"47,320","247,026","23,890","241,172","1,650","14,238","147,320","5,659,815","147,040","776,216",320,375,"2,190","3,494","64,720","95,322","4,370",457,"10,740","6,289","13,000","15,992","11,720","1,914","44,930","67,102","4,200","2,202","16,230","42,661","1,750","5,762","2,830","10,302","5,240","4,925","145,870","975,454","1,040",352,720,240,"7,750","10,098","9,890","8,792",270,238,"139,140","680,894","141,730","735,782",30,39,0,0,"36,200","83,078","109,410","313,190"
MS,6,"88,450","14,480","66,300","6,240","55,170","227,400","72,680",640,180,190,280,0,320,"11,120","27,670","7,650,378","88,450","7,727,340","76,850","5,735,121","33,640","30,976","17,050","61,034","15,700","46,792","25,950","22,720","16,810","149,635","14,430","68,518","11,820","196,138","28,670","897,788","5,160","2,230","9,696","22,650","449,794","5,800","80,599","27,700","76,962","5,810","1,602",300,"3,256","2,890","18,616","2,300","11,712","10,100","11,300",530,"1,136",380,"1,363","42,660","914,152","10,650","94,125","33,570","116,570","8,070","17,556","36,100","64,449","42,610","218,985","30,130","15,736","31,710","187,553",810,"2,901",790,913,"9,330","14,155",490,831,"36,760","224,075","14,590","151,262","1,330","14,301","88,250","5,264,353","88,080","758,921",720,"1,340",650,"1,840","39,850","68,828","4,130",707,"8,510","5,197","9,180","11,110",0,0,"29,580","48,771","2,650","1,354","11,770","35,381",270,669,800,"2,961","1,780","2,214","87,390","871,875",0,0,0,0,770,"1,022","6,660","5,730",30,30,"87,240","690,111","87,580","735,129",40,36,20,62,"24,940","75,902","61,230","202,523"
MS,7,"105,680","9,830","91,460","3,420","69,240","293,480","96,380",350,100,150,110,0,110,"7,610","34,200","13,984,601","105,680","14,148,184","93,170","10,172,398","53,300","71,224","31,620","163,209","29,670","130,812","48,360","49,349","23,570","379,758","27,650","233,801","16,500","411,007","36,360","1,550,080","8,360","2,090","9,012","25,600","605,562","13,760","392,945","39,410","163,583","7,500","2,003","1,100","17,326","5,550","43,166","3,230","19,001","11,790","12,426","2,650","5,301",980,"5,720","73,960","1,814,280","9,760","97,423","63,420","357,001","9,330","24,649","67,500","155,735","73,900","579,996","55,950","34,214","59,330","409,220","1,510","5,101","1,840","1,437","2,770","2,187","1,590","3,755","66,430","479,363","18,840","190,963","2,580","38,537","105,580","10,584,929","105,450","1,798,853","2,340","6,371",370,"1,281","45,940","67,462","9,330","7,014","11,230","6,844","10,820","14,118",0,0,"24,630","33,374","3,470","1,923","17,320","74,939",30,76,450,"1,653","1,190","2,167","104,450","1,899,455",0,0,0,0,160,250,"9,670","8,541",0,0,"105,170","1,731,391","105,320","1,825,929",600,216,280,242,"40,890","213,931","60,400","253,431"
