STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
AL,10,"3,240",330,"2,810",50,"3,100","9,200","3,150",0,0,0,0,0,0,0,"1,330","8,669,288","3,240","8,831,556","2,780","1,981,566","3,150","159,518","2,730","347,642","2,680","284,978","2,020","40,851","1,100","175,155","2,860","2,224,060",560,"31,553",590,"36,290",310,0,0,710,"21,386","2,810","3,506,370","2,250","162,268",30,6,320,"13,898","1,130","14,767",110,"1,109",0,0,0,0,730,"112,291","3,070","905,541",0,0,"3,030","312,786",40,157,"2,920","31,720","3,070","347,342","2,100","2,125","1,710","31,793",70,"1,104",330,190,0,0,"1,150","42,368","3,000","555,186",470,"49,841",530,"89,702","3,240","7,759,493","3,240","2,478,123",420,"18,058",0,0,"2,110","50,382","1,800","14,748",80,48,0,0,0,0,0,0,60,394,"1,400","22,463",0,0,0,0,0,0,"3,210","2,452,170",0,0,0,0,0,0,0,0,0,0,"3,240","2,443,290","3,240","2,529,632","2,100","16,146","2,830","57,843","1,560","356,028",600,"128,004"
AK,0,"348,100","175,490","126,650","37,340","144,010","654,990","205,680","14,250","6,370","1,380","6,500","2,110","3,760","46,840","71,410","23,528,106","347,620","23,873,852","293,690","16,849,758","88,030","151,762","83,350","382,550","73,040","297,966","3,010","4,279","57,660","858,339","50,380","695,490","24,290","491,803","63,200","2,064,606","1,520","83,270","167,460","37,030","522,519","18,880","1,368,817","89,890","345,746","7,900","2,054","2,500","53,681","8,160","67,023","5,870","28,012","28,710","29,485","6,050","10,975","2,150","30,632","80,050","1,675,502","12,350","146,285","20,990","27,432","21,210","24,774","71,270","329,041","76,920","394,218","15,430","7,512","65,990","626,564","2,780","12,274","7,180","4,370","10,950","21,985","2,310","12,009","57,090","327,110","18,490","132,122","1,320","21,601","291,830","17,684,693","289,700","3,408,955","3,740","14,624","4,600","6,237","104,560","137,370","16,540","17,996","13,480","8,130","19,400","19,116","17,200","3,120","57,440","77,275","4,560","2,678","44,900","145,759","9,650","81,057","10,560","87,899","15,270","13,307","326,510","4,024,512","49,560","103,778","42,040","91,501","32,490","45,022","15,110","13,002","4,260","4,847","266,980","3,272,236","281,350","3,479,163","6,650","9,356","7,640","19,021","71,930","366,822","255,540","772,984"
AK,1,"3,460","2,070","1,110",140,"2,300","5,330",890,0,0,0,0,0,0,100,"1,480","-284,310","2,980","-279,851","1,020","38,037","1,280","8,387",880,"4,475",760,"3,020",20,124,"1,650","-28,567","1,010","12,062",250,"4,704",440,"7,128",100,150,414,0,0,740,"-88,991",980,"4,459",20,4,0,0,170,"1,343",20,159,200,220,230,762,20,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,36,10,29,30,10,40,12,0,0,0,0,0,0,0,0,30,7,0,0,460,"1,053",260,"2,548",280,"2,574",0,0,"1,710","21,133",330,316,220,205,150,231,110,96,200,307,30,24,570,"1,190",20,29,0,0,310,573,"1,410","12,886"
AK,2,"49,790","42,740","2,590","3,650","17,180","42,180","10,050","4,920","3,040",90,"1,790","1,000",340,"4,730","6,400","234,004","49,790","240,281","33,820","159,828","5,640","1,867","9,830","11,644","8,460","8,968",70,40,"5,290","12,458","2,950",915,830,"3,053","2,360","12,341",60,"16,150","20,824",100,436,520,"-2,061","5,980","6,277",60,12,30,211,290,869,100,252,810,667,780,"2,267",40,45,"1,160","18,474",710,"7,934",150,98,270,133,750,"2,875",940,"3,204",120,67,630,"4,672",20,119,60,17,120,218,20,36,540,653,440,"1,237",20,65,"15,190","17,218","14,060","1,626",0,0,90,29,700,50,390,7,0,0,100,15,20,7,180,19,0,0,"4,400","2,789",680,"6,477",700,"6,340",70,30,"36,380","31,180","13,130","11,669","11,860","10,692","3,420","1,726","1,430","1,224",430,486,"13,730","1,577","17,750","4,817",0,0,0,0,"7,270","1,971","32,330","27,878"
AK,3,"59,570","41,950","6,790","9,210","21,040","88,390","26,610","3,450","1,470",280,"1,690",700,"1,320","11,360","8,920","1,040,837","59,570","1,057,031","50,710","816,275","6,680","5,040","9,630","17,704","7,920","13,402",130,87,"8,520","62,587","3,530","4,807","1,930","13,417","6,280","67,331",130,"18,270","33,508","2,650","5,281",940,-21,"11,320","16,194",230,50,80,480,660,"2,137",470,"1,378","2,950","2,506",500,"1,176",80,154,"2,920","46,109","1,490","15,632",540,483,780,421,"1,950","6,159","2,500","7,598",470,434,"1,660","12,248",70,369,140,56,360,642,40,59,"1,660","4,026",920,"4,731",40,216,"44,480","312,050","43,950","32,661",20,17,470,138,"11,940","4,189",600,27,430,120,"3,780","2,259","4,470",745,"3,070",967,180,48,"7,330","11,478","2,320","20,098","2,400","19,990","3,960","2,262","56,360","160,069","18,170","54,163","15,330","48,924","12,350","16,162","3,230","2,731","1,330","1,156","36,940","28,472","42,100","42,772",20,36,10,27,"6,360","7,442","51,610","123,283"
AK,4,"79,220","45,260","17,890","13,150","28,730","144,300","47,640","3,330","1,100",480,"1,750",410,"1,370","15,760","12,320","2,894,757","79,220","2,932,562","70,720","2,396,884","11,750","9,427","13,210","28,585","10,970","21,695",350,263,"10,320","102,002","5,820","11,603","3,380","34,350","10,450","191,633",210,"24,310","47,703","7,880","51,043","1,790","11,665","18,800","37,805",810,192,180,"1,446","1,080","4,053","1,280","4,920","8,350","8,455",700,"1,282",140,354,"9,170","144,810","2,830","29,574","2,160","1,226","2,280","1,669","7,030","22,986","8,380","27,441","1,670","1,266","6,530","48,221",270,"1,438",470,257,"1,970","4,359",110,193,"5,400","16,122","2,370","15,459",110,630,"76,450","1,601,097","76,090","199,434",20,47,"2,140","1,245","30,030","26,618","1,520",124,"2,980","1,647","5,970","5,786","9,790","1,865","17,620","16,749",660,261,"8,150","19,446","4,170","32,172","4,290","33,697","6,180","3,956","77,600","364,597","17,550","37,503","14,370","31,587","13,470","21,554","3,710","3,110","1,560","1,750","63,910","172,816","67,440","197,817",0,0,0,0,"11,420","20,314","66,860","183,785"
AK,5,"50,820","22,870","20,220","6,020","21,080","105,240","34,220","1,420",440,240,740,0,460,"7,290","11,760","3,136,760","50,820","3,176,330","44,360","2,459,426","13,410","11,786","11,590","30,771","10,030","22,970",470,437,"8,410","91,640","6,930","19,424","4,060","51,302","10,910","309,952",200,"12,310","28,882","7,640","102,242","2,060","18,669","15,730","39,570","1,740",420,210,"2,628",980,"5,179","1,230","5,374","6,820","7,486","1,210","1,729",200,540,"13,720","227,786","2,600","30,607","3,250","2,257","3,380","2,800","11,790","40,516","12,990","47,427","2,470","1,319","11,150","86,997",360,"1,754",850,823,"3,690","7,639",170,294,"8,700","30,447","3,260","18,976",150,"1,151","50,580","2,133,422","50,480","310,484",50,78,"1,010","1,596","19,950","29,995","2,210",235,"2,260","1,331","3,370","3,706","2,920",503,"14,350","23,318",840,382,"6,260","18,121","1,590","13,291","1,780","15,059","2,600","2,472","50,070","396,569",370,127,260,93,"2,600","4,351","2,120","1,821",570,816,"47,880","280,489","48,770","303,291",20,20,20,21,"10,900","28,220","39,020","116,888"
AK,6,"35,110","10,590","21,000","2,770","16,120","82,930","26,840",640,190,140,320,0,180,"3,790","9,630","3,045,805","35,110","3,079,815","30,480","2,293,981","12,500","13,854","9,830","33,190","8,690","23,896",470,468,"6,860","88,451","6,590","27,415","3,830","65,601","9,820","351,282",190,"6,670","18,031","6,550","112,546","2,090","24,033","10,900","34,010","1,370",353,270,"3,367",870,"5,439",930,"4,747","3,730","4,131",370,524,200,673,"13,460","247,300","1,910","22,342","3,430","2,643","3,590","3,523","12,160","46,504","13,040","54,422","2,530","1,151","11,500","98,361",410,"1,645","1,060",673,"3,690","7,905",220,428,"9,210","38,808","3,100","19,514",200,"1,594","35,040","2,228,195","35,000","345,268",90,162,460,"1,209","14,680","25,120","2,330",327,"2,050","1,292","2,690","2,857",0,0,"10,760","19,370",790,467,"5,130","17,117",480,"4,739",640,"5,912","1,130","1,528","34,750","408,706",0,0,0,0,400,787,"1,490","1,303",130,258,"34,570","320,149","34,730","341,188",20,35,10,14,"8,750","29,216","25,460","92,020"
AK,7,"55,130","8,350","44,200","2,020","27,360","146,310","46,980",480,120,150,210,0,100,"3,610","15,690","7,487,246","55,130","7,571,177","49,310","5,587,382","25,630","33,089","19,620","87,481","17,860","66,469","1,030","1,362","12,430","222,888","15,170","121,054","7,530","195,836","18,160","828,116",420,"5,080","16,678","9,620","189,089","5,440","138,526","20,020","83,931","3,160",892,810,"12,762","1,970","16,318","1,540","8,284","5,840","6,020","2,260","3,235",650,"3,436","28,830","614,766","2,480","31,318","8,250","8,212","8,080","9,892","27,190","127,530","28,370","149,932","5,940","2,366","25,560","258,346","1,160","4,536","2,850","1,651","1,120","1,222",730,"1,884","22,110","115,851","6,460","44,244",430,"4,276","55,100","5,965,718","55,070","1,064,234",620,"1,241",350,"1,624","21,720","29,336","5,520","1,661","4,710","3,091","3,490","4,493",0,0,"11,420","16,839","1,680",944,"9,340","39,460",150,"1,732",420,"3,823","1,080","2,098","54,760","1,149,616",0,0,0,0,100,211,"3,020","2,717",30,74,"54,950","1,034,898","55,010","1,084,535",390,107,140,69,"19,750","98,348","33,300","144,815"
AK,8,"12,840","1,410","11,040",310,"8,310","34,420","10,540",0,0,0,0,0,0,210,"4,420","3,570,074","12,840","3,636,571","11,420","2,293,018","9,140","31,426","7,080","76,328","6,760","60,615",360,675,"3,530","200,183","6,670","184,368","2,150","101,980","4,300","268,140",190,320,"1,355","2,210","51,133","3,750","325,968","4,820","66,497",480,124,690,"19,926","1,390","18,038",220,"2,030",0,0,0,0,540,"6,281","9,470","284,331",320,"8,154","2,840","5,934","2,540","5,394","9,110","63,543","9,370","77,079","2,020",820,"8,050","100,991",450,"2,011","1,490",757,0,0,700,"3,174","8,220","72,796","1,750","19,037",250,"4,778","12,840","3,127,345","12,830","722,809","2,650","9,039",50,386,"4,290","8,617","2,940","5,740",950,582,0,0,0,0,10,6,370,336,"3,070","24,339",0,0,60,504,220,755,"12,740","740,761",0,0,0,0,0,0,0,0,0,0,"12,820","714,192","12,840","752,249","4,790","3,401","5,580","5,352","6,230","90,111","5,100","46,066"
AK,9,"1,490",170,"1,270",40,"1,270","4,110","1,350",0,0,0,0,0,0,0,570,"999,632","1,490","1,026,472","1,300","467,409","1,370","12,680","1,140","34,681","1,100","28,875",70,277,430,"61,440","1,150","83,864",240,"11,428",370,"22,807",30,20,65,280,"7,586",970,"289,443",880,"26,840",30,7,160,"7,766",450,"7,538",70,661,0,0,0,0,160,"4,566",980,"49,199",10,724,270,"2,547",220,615,960,"11,535",970,"15,107",160,59,710,"12,186",30,270,200,85,0,0,210,"2,644",920,"20,964",140,"4,312",80,"3,005","1,490","944,400","1,490","279,224",250,"2,859",0,0,810,"6,790",690,"5,618",80,49,0,0,0,0,0,0,40,130,510,"6,689",0,0,0,0,20,117,"1,480","287,336",0,0,0,0,0,0,0,0,0,0,"1,490","272,434","1,490","287,106",960,"2,776","1,290","4,678",700,"35,250",320,"10,565"
AK,10,660,70,550,30,610,"1,770",560,0,0,0,0,0,0,0,250,"1,403,301",660,"1,433,464",550,"337,518",640,"24,206",520,"57,691",510,"48,056",60,546,210,"45,257",560,"229,978",90,"10,132",110,"5,876",10,0,0,110,"3,163",560,"651,586",470,"30,163",0,0,80,"5,095",290,"6,109",20,207,0,0,0,0,110,"14,514",360,"42,727",0,0,110,"4,032",60,327,350,"7,393",350,"12,008",60,30,200,"4,542",10,132,60,51,0,0,130,"3,297",340,"27,443",60,"4,612",40,"5,886",660,"1,355,248",660,"453,179",50,"1,152",0,0,400,"6,643",350,"4,257",20,18,0,0,0,0,0,0,20,110,250,"5,267",0,0,0,0,20,89,650,"464,545",0,0,0,0,0,0,0,0,0,0,660,"447,185",660,"464,198",440,"2,952",590,"8,860",250,"55,377",130,"14,798"
AZ,0,"2,944,180","1,343,370","1,085,270","476,310","1,429,540","5,931,750","2,038,210","86,920","35,360","4,850","46,720","11,720","32,820","406,280","753,930","177,716,596","2,933,000","180,329,540","2,383,120","125,023,464","675,790","1,619,803","489,260","3,972,494","454,640","3,030,705","453,990","705,404","473,370","5,553,675","468,470","8,716,851","310,590","5,931,741","596,440","14,898,415","8,350","78,840","285,915","433,220","6,296,591","167,680","9,826,406","742,650","2,612,944","67,530","16,852","13,740","320,609","82,030","518,136","47,080","226,296","239,480","242,477","37,240","75,932","8,780","181,161","864,540","21,397,306","266,080","2,415,275","645,690","3,658,681","197,820","355,725","753,710","2,153,352","861,090","6,574,766","595,810","344,290","664,360","5,765,776","21,190","97,283","53,860","36,356","123,670","211,071","27,400","276,349","729,580","3,700,882","249,940","2,112,719","33,330","759,574","2,246,090","124,876,356","2,236,300","24,051,498","50,730","267,574","37,100","35,966","922,090","1,168,506","135,310","154,960","114,690","62,634","185,430","178,967","184,840","31,956","475,310","576,903","48,870","55,762","355,230","974,127","66,540","262,376","76,840","283,640","113,850","83,874","2,757,460","28,661,899","599,350","1,524,773","520,040","1,321,081","438,030","620,675","166,320","138,801","31,110","26,902","1,982,570","22,947,795","2,178,810","24,398,390","52,650","94,440","57,120","238,003","636,450","2,914,621","2,137,320","6,281,454"
AZ,1,"46,470","27,460","15,900","1,960","29,160","71,260","10,730",630,220,10,400,0,0,"1,320","24,570","-5,069,737","35,290","-5,016,268","10,190","328,780","14,380","104,956","10,550","104,626","9,580","68,192","2,620","7,682","16,730","-174,003","16,520","198,928","4,160","64,542","5,930","73,001",860,340,"1,280",60,441,"9,110","-854,399","10,770","53,469",220,53,70,"1,365","2,970","15,073",270,"1,337","1,780","1,996","1,930","6,487",80,"4,094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,"2,027",100,"1,867",470,147,110,107,10,1,0,0,20,11,20,10,60,43,0,0,"5,840","14,259","3,270","17,867","3,440","15,544",40,17,"19,460","110,487","4,270","4,243","2,690","2,752","1,600","2,525","2,280","2,096","2,500","2,978",540,"1,916","7,180","18,121",210,310,30,250,"4,310","7,685","16,230","82,468"
AZ,2,"371,850","290,830","38,830","38,740","152,210","410,010","96,460","23,440","9,190",330,"13,920","3,990","3,850","46,950","85,850","2,022,716","371,850","2,094,691","266,090","1,557,106","46,490","26,489","32,810","54,146","29,580","32,199","6,210","3,106","60,110","226,902","30,760","-7,309","20,990","86,511","41,020","190,683",510,"5,790","17,333",960,"3,769","5,690","-8,943","63,030","71,975",930,197,100,645,"4,610","13,765",840,"2,521","6,710","5,398","6,680","19,003",130,32,"20,500","336,228","16,710","150,620","4,530","7,088","12,270","8,608","15,390","34,535","19,720","55,237","10,100","4,128","11,590","78,829",370,"1,810",740,369,"1,860","3,052",520,556,"13,650","16,160","9,630","26,640",600,"3,332","34,390","60,662","34,680","6,882",20,59,"2,110",772,"1,950",226,890,29,0,0,460,118,80,20,90,36,50,12,"49,400","40,071","8,360","37,399","8,640","34,380",350,162,"301,600","317,893","128,520","156,538","112,450","136,120","43,370","28,863","17,140","14,352","5,270","4,427","33,990","6,658","86,010","48,498",10,15,20,32,"34,510","16,686","279,980","282,808"
AZ,3,"684,930","391,800","109,610","176,040","307,640","1,237,990","477,200","28,310","12,610","1,110","14,590","4,880","16,160","141,960","140,660","11,849,874","684,930","12,035,677","546,210","9,169,272","75,400","65,165","49,540","127,727","45,000","78,100","16,510","8,504","112,160","964,779","45,270","33,043","45,330","348,532","98,200","1,049,108","1,100","27,210","96,796","51,170","93,191","11,340","26,231","133,660","185,803","4,610","1,014",360,"2,571","9,100","30,476","3,820","12,031","27,340","21,604","4,990","10,895",280,210,"57,570","920,280","41,490","345,422","20,030","21,139","32,280","27,661","41,880","83,532","56,530","148,694","31,810","13,689","32,140","203,039","1,030","4,312","1,960","1,029","6,270","10,315",990,"1,880","42,140","83,598","20,390","105,433","2,060","13,847","414,780","2,631,700","411,250","277,641",100,148,"7,840","3,201","136,150","46,759","5,120",251,"6,640","2,134","41,830","23,044","49,180","7,914","39,570","12,632","1,760",536,"93,580","160,591","22,930","85,621","23,300","81,048","41,090","23,258","636,040","1,991,226","266,080","929,829","239,020","819,377","210,580","301,477","43,030","34,705","12,650","9,719","327,540","230,883","415,560","418,261",70,148,30,89,"76,010","70,432","580,810","1,632,848"
