STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
TX,4,"3,041,210","1,465,090","781,690","725,960","2,718,290","188,970","1,383,730","2,318,310","6,126,330","2,334,260","81,900","51,970","3,850","26,080","12,150","774,530","505,220","110,305,388","3,041,210","111,521,888","2,698,620","95,809,366","387,240","333,142","196,600","565,404","176,060","364,463","7,370","6,440","529,350","3,216,792","175,360","584,188","458,960","8,249,231","35,070","84,850","451,420","334,140","2,232,993","56,200","231,143","661,440","1,216,500","75,480","18,469","2,220","17,829","35,500","154,279","30,220","114,897","266,150","266,396","2,907,290","48,233,989","2,907,290","47,643,791","311,170","590,198","133,480","3,250,334","77,390","1,180,197","5,450","13,441","102,760","181,126","82,400","425,338","107,640","540,750","123,400","643,998","35,380","43,876","68,430","502,344","2,230","14,382","2,450","4,616","1,960","6,863","98,750","582,206","10,450","206,780","298,400","508,133","3,012,040","57,878,736","2,997,220","6,336,161",270,"1,018","97,520","70,967","1,557,500","1,920,573","44,290","6,601","142,430","93,114","248,380","248,144","486,180","97,678","1,137,440","1,431,338","25,490","31,627","317,060","860,013","164,870","1,286,051","171,950","1,375,686","196,360","144,840","2,961,770","12,893,182","854,510","1,981,440","749,790","1,668,197","838,380","1,776,181","174,680","144,581","42,410","37,684","2,065,130","4,415,590","2,294,530","5,453,376",470,547,30,5,"412,460","737,192","2,614,990","8,128,943","2,597,870","8,059,161","22,880","69,783"
TX,5,"1,689,830","685,310","715,760","249,730","1,498,130","108,370","791,240","1,184,260","3,668,130","1,268,150","25,440","10,700","2,410","12,330",310,"331,410","375,560","103,545,124","1,689,830","104,539,171","1,496,210","85,666,922","384,500","382,400","213,190","763,782","192,900","503,943","10,450","9,639","297,290","2,287,262","190,600","885,143","378,120","9,765,238","31,690","50,080","264,906","262,210","3,917,256","57,950","511,597","465,560","994,047","73,280","18,622","2,810","27,769","28,720","160,844","28,200","121,472","216,310","237,751","1,526,090","27,951,595","1,526,090","27,516,714","227,260","434,881","163,550","4,210,877","73,030","1,174,577","7,310","22,125","129,980","250,802","124,560","686,734","139,760","836,399","156,440","953,814","43,050","50,390","109,130","822,159","2,910","19,139","4,170","7,668","2,780","9,552","126,850","846,523","11,490","261,732","204,320","558,159","1,684,770","70,502,360","1,680,930","8,634,729",340,"1,152","36,510","72,174","799,960","1,868,939","60,490","13,507","86,530","52,720","138,110","161,604","122,260","19,406","644,550","1,547,551","23,660","48,772","184,280","553,123","40,330","343,467","51,750","435,626","85,690","87,969","1,657,590","10,728,870","22,560","9,450","15,910","6,590","194,340","358,255","95,260","82,763","7,430","9,817","1,477,280","6,765,791","1,538,180","7,452,894",470,868,30,21,"342,860","845,769","1,342,460","4,073,160","1,322,470","3,983,481","25,900","89,679"
TX,6,"1,042,360","282,930","648,930","93,870","925,840","65,000","500,530","693,150","2,542,190","853,100","8,570","1,770","1,440","5,350",0,"165,120","274,060","90,341,523","1,042,360","91,125,806","917,420","71,701,010","339,930","392,386","202,510","868,636","184,180","593,949","11,550","11,698","204,340","2,090,843","181,650","1,140,093","297,920","9,829,314","28,420","32,030","171,169","198,060","3,947,055","56,940","705,788","291,490","784,283","48,450","13,960","3,270","38,038","24,150","155,187","19,610","101,841","117,000","131,101","901,850","18,639,314","901,850","18,306,271","166,220","333,043","140,410","3,869,202","50,250","858,841","7,540","27,105","113,880","239,532","118,370","728,188","123,420","843,463","136,490","945,912","34,960","37,700","105,270","876,285","2,480","16,894","4,410","7,169","3,150","12,253","112,740","849,239","8,950","213,364","162,090","558,216","1,040,710","67,031,788","1,038,640","8,761,859",640,"1,925","13,400","48,487","513,890","1,502,287","61,880","18,563","74,970","47,805","89,780","109,429",0,0,"435,720","1,259,771","14,460","41,680","133,640","453,313","9,430","74,536","16,860","135,202","36,990","50,949","1,026,270","9,903,424",0,0,0,0,"32,880","53,152","64,290","55,629","1,370","2,141","1,002,700","7,259,574","1,015,350","7,825,352",640,538,50,14,"249,360","797,924","790,550","2,844,419","771,140","2,738,138","25,130","106,281"
TX,7,"1,618,540","251,440","1,280,540","70,970","1,439,970","105,280","795,630","894,560","4,387,880","1,491,500","5,900","1,000","1,380","3,520",0,"160,390","440,440","220,794,547","1,618,540","222,775,763","1,445,380","171,641,456","756,850","1,166,303","510,850","3,041,097","470,000","2,183,120","30,440","40,478","364,850","6,002,733","465,310","5,012,549","516,500","23,129,015","56,120","41,240","227,973","294,180","7,070,369","164,130","3,628,396","544,260","1,981,216","102,040","28,614","14,130","232,032","54,780","438,970","43,830","241,646","192,600","216,243","1,275,810","28,653,082","1,275,810","28,151,912","242,760","501,170","342,660","10,807,964","76,610","1,387,549","21,000","113,718","286,840","700,707","312,760","2,431,739","309,650","2,517,573","337,940","2,787,859","78,200","76,076","282,830","2,913,585","5,810","40,570","13,440","18,726","12,490","67,974","294,320","2,887,715","20,540","562,394","347,100","1,864,406","1,617,110","178,999,595","1,615,880","27,488,547","3,250","14,784","9,020","58,277","918,180","2,811,674","175,050","102,135","164,160","106,291","148,900","187,197",0,0,"759,060","2,252,741","18,520","74,789","247,240","1,094,755","1,400","11,906","10,470","76,468","30,540","64,212","1,599,130","28,224,480",0,0,0,0,"6,910","14,895","120,010","108,849",160,390,"1,606,320","24,676,882","1,610,030","26,046,486","14,570","4,745","4,020","1,724","565,300","2,661,025","1,049,020","4,782,459","998,040","4,327,631","65,400","454,828"
TX,8,"546,390","56,220","473,650","12,860","487,960","39,810","330,790","196,320","1,575,630","558,760",390,50,80,260,0,"16,030","159,180","156,593,449","546,390","158,418,930","486,870","109,054,750","393,600","1,350,004","319,730","4,230,592","301,100","3,201,016","16,870","39,970","146,470","6,815,033","309,730","8,955,070","172,300","11,718,442","24,090","9,420","55,154","89,050","2,457,791","149,090","10,131,747","170,970","1,825,481","17,330","4,399","20,300","553,327","43,420","502,114","10,160","93,275",0,0,"309,740","7,187,050","309,740","7,049,628","66,240","137,422","236,650","9,481,848","15,240","404,887","17,020","188,273","203,820","642,248","224,450","2,602,256","222,960","2,066,414","235,630","2,256,914","37,820","33,031","200,920","2,910,734","4,100","35,775","12,740","10,859","21,510","168,949","213,560","3,046,905","15,210","591,136","199,930","2,493,884","546,110","137,299,621","545,980","27,264,088","8,120","46,552","1,610","13,226","362,100","1,249,084","145,750","289,605","57,250","34,582",0,0,0,0,"255,350","761,906","3,730","21,424","119,540","887,513",0,0,"1,830","14,337","6,070","25,376","539,370","27,592,166",0,0,0,0,390,890,0,0,0,0,"544,990","26,015,003","545,800","27,561,829","242,520","184,190","263,150","298,303","263,920","3,275,790","279,910","3,251,556","230,160","2,163,063","61,510","1,088,493"
TX,9,"87,940","9,160","76,060","1,870","78,860","6,980","71,150","16,440","254,660","91,050",0,0,0,0,0,330,"29,510","59,210,248","87,940","60,070,731","74,610","32,036,605","79,350","849,353","68,060","2,477,005","65,020","1,908,906","4,050","25,230","27,430","2,605,293","70,050","6,823,231","24,080","1,971,270","5,690",590,"3,637","14,750","435,441","49,410","9,928,264","37,940","860,483",910,227,"8,060","355,544","14,420","210,197","2,600","25,997",0,0,"33,450","770,339","33,450","751,971","8,780","18,369","54,480","3,476,649",890,"57,672","5,890","153,200","46,640","168,139","51,010","909,767","52,370","495,940","54,340","555,380","4,670","6,106","42,360","816,399","1,080","16,014","3,650","2,272","12,110","181,795","50,720","1,474,936","6,400","377,698","40,510","1,111,201","87,890","53,856,411","87,880","13,870,654","2,420","33,389",170,"1,582","50,570","405,481","40,840","307,862","5,920","3,742",0,0,0,0,820,"1,097",410,"3,627","28,310","334,100",0,0,200,"1,819",790,"4,909","86,750","14,100,675",0,0,0,0,0,0,0,0,0,0,"87,740","13,465,173","87,900","14,404,757","60,970","189,161","76,230","376,576","45,230","2,023,327","42,080","1,684,629","21,890","680,047","23,430","1,004,582"
TX,10,"45,870","5,490","38,710",910,"41,110","3,790","41,480","6,270","119,460","43,080",0,0,0,0,0,70,"18,190","146,049,432","45,870","146,834,649","36,820","38,499,352","44,300","4,452,108","39,620","9,438,901","38,150","7,727,220","4,890","141,916","15,690","2,452,181","41,430","46,615,448","11,840","1,112,301","4,280",170,"1,044","8,550","255,466","34,880","29,515,253","23,320","785,217",190,46,"4,900","287,342","9,790","155,412","1,380","14,097",0,0,"12,280","275,608","12,280","268,364","3,520","7,244","33,590","9,410,577",160,"16,740","6,250","648,486","26,560","263,844","30,350","934,760","32,490","306,008","33,510","464,491","1,940","5,461","20,670","461,623",730,"16,127","2,020","1,201","13,940","1,593,759","32,190","5,877,416","7,670","952,518","28,180","4,593,167","45,840","131,774,737","45,840","38,147,543","6,330","166,170",60,516,"30,970","1,099,807","27,720","847,678","1,510","1,041",0,0,0,0,0,0,210,"2,975","17,790","356,377",0,0,70,593,350,"2,177","45,410","42,105,680",0,0,0,0,0,0,0,0,0,0,"45,780","37,047,736","45,850","39,632,186","30,030","323,164","42,050","1,866,738","18,350","3,770,094","27,290","6,137,609","9,450","1,233,267","20,230","4,904,343"
UT,0,"1,363,530","601,540","610,280","128,800","1,237,180","72,970","648,130","865,010","2,950,940","1,088,540","24,420","16,820",470,"7,130","4,290","149,380","270,220","98,402,344","1,359,720","99,447,546","1,182,370","69,180,170","392,490","947,339","193,670","1,628,216","176,610","1,191,768","197,920","254,522","220,210","1,893,814","197,210","7,585,779","252,750","7,762,839","13,600","22,460","104,129","158,240","2,469,556","124,830","8,219,256","332,410","1,045,202","25,080","6,216","4,140","100,588","32,540","249,254","21,290","110,258","114,190","109,729","1,145,970","19,641,217","1,145,970","19,334,584","153,050","306,633","201,750","7,640,100","37,130","482,095","185,560","1,704,067","14,010","27,721","185,960","627,363","191,210","1,461,951","201,160","1,575,074","42,770","26,196","165,370","1,871,621","4,200","22,314","12,270","12,589","8,280","135,192","182,830","3,371,325","5,610","154,044","185,960","1,716,126","1,099,580","72,375,113","1,096,840","12,393,825","1,990","26,233","36,730","61,156","578,990","1,565,412","54,960","93,061","38,150","21,576","109,900","104,416","101,830","18,810","415,250","1,187,027","11,350","44,687","159,990","405,835","73,240","652,487","80,820","723,340","42,840","36,335","1,296,500","13,559,734","185,250","424,606","162,950","372,331","189,580","392,226","90,940","76,839","23,360","20,331","910,490","10,828,419","991,630","11,536,620","24,730","48,275","34,130","199,740","298,730","1,577,595","1,026,930","3,537,015","1,006,890","2,871,560","26,360","665,455"
UT,1,"15,770","7,890","6,750",590,"11,320","2,620","10,480","4,180","28,880","7,340",110,90,0,20,0,340,"7,180","-2,029,692","11,960","-2,013,481","4,530","214,335","5,750","40,698","2,930","30,849","2,600","19,970",770,"3,361","5,390","-89,118","4,950","150,745","2,540","46,908",990,80,540,20,68,"4,970","-601,991","3,180","16,211",50,12,20,795,770,"4,598",90,555,530,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,"4,411",60,"2,473",320,112,120,793,0,0,0,0,20,8,0,0,80,112,0,0,"1,920","5,243","2,570","30,208","2,700","30,025",20,14,"7,490","55,322","1,390","2,514","1,000","1,835","1,260","3,464",720,627,"1,410","1,660",320,"3,619","2,510","9,958",100,330,0,0,"1,340","3,515","6,880","48,843","6,490","35,635",480,"13,208"
UT,2,"166,020","143,430","11,840","8,650","143,270","13,430","62,520","96,880","128,850","25,070","5,190","3,760",50,"1,380","1,480","10,750","20,000","862,109","166,020","874,465","137,710","755,843","21,490","10,860","9,390","11,829","8,440","7,353","1,240",840,"19,480","47,897","8,830","11,194","12,930","68,069",520,700,"2,261",390,"1,722","3,650","-8,648","17,550","12,356",160,32,20,127,"1,070","2,851",220,721,"2,330","1,683","164,410","1,640,302","164,410","1,611,394","15,460","28,908","1,590","31,640","1,080","14,720",620,"1,661",670,431,980,"2,913","1,270","4,072","1,470","4,678",290,189,800,"8,627",20,135,60,24,60,160,"1,010","1,823",60,"1,098",850,393,"4,650","8,822","4,390","1,327",20,211,"1,220",499,750,160,360,15,0,0,140,33,40,14,180,90,0,0,"14,660","9,725","7,000","58,539","7,320","59,760",60,34,"141,530","99,839","36,530","37,212","32,340","33,590","10,380","7,208","9,000","7,519","3,290","1,981","4,040","1,167","19,790","11,456",0,0,0,0,"11,310","5,573","135,830","93,941","135,190","91,768",750,"2,174"
UT,3,"247,960","171,720","36,630","35,130","224,680","13,130","103,570","181,520","359,370","104,480","7,770","5,590",120,"2,060","1,590","39,980","38,880","4,290,958","247,960","4,338,576","210,950","3,553,718","34,650","24,550","15,020","30,077","13,430","17,665","4,380","2,946","34,370","236,742","14,220","26,880","32,960","393,130","1,260","3,680","14,559","15,310","29,757","7,530","17,861","41,030","47,618",810,169,70,544,"2,630","7,325","1,170","3,361","10,620","7,098","243,300","3,546,878","243,300","3,491,852","29,000","55,026","4,660","101,462","3,150","41,091","2,280","4,590","1,860","1,487","3,320","9,216","3,920","12,662","4,500","14,925",940,614,"2,660","26,216",80,797,160,236,120,331,"3,480","15,137",150,"1,519","12,650","8,542","165,070","942,923","164,880","97,399",60,134,"7,230","2,504","61,420","21,994","1,660",81,"1,410",473,"21,000","10,093","20,310","3,131","20,830","8,007",210,116,"27,940","43,243","22,050","173,658","22,740","176,927","9,550","5,147","232,230","566,334","67,620","211,599","59,560","188,868","46,920","83,272","21,830","17,998","8,500","5,511","123,700","75,408","147,430","124,992",20,28,0,0,"25,540","23,779","214,560","464,261","213,660","460,656","1,220","3,605"
UT,4,"325,960","167,840","97,690","52,160","298,540","15,380","146,680","236,500","639,560","219,900","7,670","5,510",170,"1,980","1,170","53,250","53,700","11,866,907","325,960","11,977,405","289,610","10,082,137","59,210","46,074","24,700","57,213","22,200","34,431","22,650","13,870","41,630","287,046","23,970","71,424","50,010","964,324","2,310","7,020","32,512","39,860","277,029","14,440","104,514","68,400","110,498","3,760",853,170,"1,264","4,510","16,250","3,850","13,814","30,290","25,515","310,680","5,169,278","310,680","5,100,071","34,900","69,207","15,270","341,006","7,510","97,974","11,590","25,457","3,150","4,272","12,460","31,011","13,340","52,794","15,130","59,238","3,640","2,368","10,750","99,480",330,"2,230",670,963,240,"1,038","12,000","70,360",380,"4,738","32,840","51,737","322,660","6,250,692","320,900","687,342",50,127,"14,240","10,871","158,200","187,236","5,410",466,"7,270","4,104","33,900","31,676","57,250","11,730","100,660","136,247","1,680","2,317","28,910","61,024","26,480","222,595","27,490","234,871","19,750","13,094","316,930","1,203,172","75,130","171,304","66,490","146,549","76,630","174,064","22,360","18,746","7,210","6,869","233,220","500,106","255,300","576,555",40,51,0,0,"56,580","73,921","267,410","696,328","265,750","689,415","2,330","6,913"
UT,5,"207,890","65,410","118,610","19,610","190,500","9,580","102,410","138,410","530,760","204,840","2,420","1,350",60,"1,020",40,"23,500","45,790","12,825,236","207,890","12,951,660","182,950","10,429,880","62,110","54,565","27,010","74,284","24,370","46,340","38,790","26,368","34,720","225,553","26,320","114,566","45,280","1,249,065","2,390","4,810","23,196","33,980","519,731","15,560","200,620","60,550","126,424","5,380","1,268",230,"2,202","4,050","20,826","4,180","18,418","27,590","27,495","182,000","3,643,179","182,000","3,588,871","27,030","54,308","25,890","595,240","8,350","102,958","23,340","72,437","2,250","4,364","23,280","56,522","23,870","122,614","25,820","131,832","6,260","3,567","20,820","191,146",560,"3,098","1,400","1,934",350,991,"21,420","150,645",560,"7,401","31,040","78,672","207,510","8,458,585","207,010","1,015,056",40,223,"7,150","13,389","112,370","291,113","7,100",817,"7,210","3,855","20,480","22,616","24,230","3,935","89,220","249,598","2,750","6,918","23,450","50,239","10,180","110,938","11,970","126,303","7,990","7,822","204,010","1,126,692","4,590","1,977","3,550","1,489","37,670","89,114","12,630","10,577","2,150","2,968","167,950","723,945","179,420","786,103",20,31,0,0,"51,560","103,092","155,750","438,985","153,850","431,341","2,560","7,644"
UT,6,"141,510","23,300","109,910","6,690","129,970","6,550","71,760","90,270","424,850","173,620",780,330,30,420,0,"11,780","35,030","12,268,192","141,510","12,385,178","125,340","9,745,036","55,430","54,519","25,570","81,921","23,170","53,037","40,290","30,134","27,160","192,304","24,940","147,132","36,450","1,266,605","2,020","2,880","13,950","25,500","532,414","15,180","276,685","45,200","116,986","4,650","1,178",280,"3,444","3,380","21,751","3,350","17,106","18,660","20,633","112,950","2,538,178","112,950","2,497,506","19,340","40,672","28,560","764,447","6,740","85,168","26,740","111,676","1,650","4,082","26,490","70,411","26,860","172,428","28,530","181,850","6,790","3,900","24,160","243,313",570,"2,943","1,620","2,084",480,"1,753","25,410","234,381",560,"8,461","27,090","89,639","141,400","8,840,920","141,140","1,094,805",50,229,"3,350","10,277","81,730","300,238","6,960","1,118","7,530","4,361","14,260","16,153",0,0,"71,590","264,664","2,430","8,856","18,550","42,530","3,620","41,338","4,830","54,081","2,970","3,860","139,450","1,082,608",0,0,0,0,"13,310","27,123","8,950","7,604",590,952,"127,180","794,567","131,630","847,401",40,67,0,0,"39,520","100,441","101,670","332,573","99,750","322,952","2,570","9,621"
UT,7,"197,100","17,390","173,600","4,840","181,470","9,580","105,570","98,370","634,780","264,420",470,180,40,250,0,"8,960","51,740","26,358,037","197,100","26,630,997","177,150","20,281,058","104,710","152,863","55,520","272,275","50,890","186,174","70,830","64,657","42,420","430,245","56,450","675,903","55,930","2,598,649","3,010","2,910","14,896","33,630","837,213","34,400","1,154,005","71,660","272,960","9,120","2,415","1,120","18,259","7,750","68,684","6,530","37,567","24,170","26,762","114,330","2,674,382","114,330","2,625,514","22,790","48,867","82,770","2,695,987","9,160","114,284","79,930","534,334","2,600","7,755","79,080","236,551","79,970","688,531","82,720","711,848","18,580","11,343","72,260","787,730","1,820","7,434","5,130","5,001","2,070","9,396","78,310","1,026,228","1,630","26,781","51,340","306,911","196,990","20,636,405","196,820","3,021,065",230,"1,588","2,710","17,957","122,720","489,713","17,380","5,568","11,950","7,180","20,100","23,837",0,0,"106,470","420,697","3,220","17,041","29,670","90,076","1,350","15,211","3,220","35,537","2,040","4,075","194,520","2,787,950",0,0,0,0,"3,350","7,793","15,450","13,768",210,390,"192,960","2,531,353","194,300","2,643,723",920,301,320,138,"82,150","343,939","114,460","481,997","109,510","438,588","6,700","43,409"
UT,8,"49,570","3,690","44,660",930,"46,310","2,210","34,700","16,680","165,310","71,670",10,10,0,0,0,790,"14,170","14,150,437","49,570","14,366,315","44,120","8,854,381","38,160","166,187","25,170","324,587","23,590","244,363","14,680","31,080","12,060","368,845","27,980","1,103,076","13,980","963,635",830,360,"2,056","7,800","218,577","20,660","2,143,557","18,840","215,878","1,100",277,"1,540","42,398","5,820","70,577","1,510","14,751",0,0,"16,010","375,758","16,010","367,413","3,930","8,346","33,560","1,517,145","1,100","22,631","32,190","441,132","1,280","3,870","31,710","139,834","32,730","318,068","33,550","331,829","5,320","3,448","27,470","394,198",670,"4,017","2,540","1,887","2,580","19,059","32,050","714,089","1,200","25,163","23,240","418,789","49,560","11,830,978","49,550","2,272,475",630,"4,986",460,"4,890","34,610","151,541","10,980","13,564","2,480","1,427",0,0,0,0,"25,890","106,921",830,"6,786","11,130","61,734",0,0,490,"5,151",400,"1,725","48,760","2,207,002",0,0,0,0,60,188,0,0,0,0,"49,410","2,120,934","49,500","2,234,368","17,010","12,668","23,550","27,799","24,980","342,135","24,460","308,837","19,760","207,888","6,150","100,949"
UT,9,"7,800",580,"7,030",130,"7,370",310,"6,750","1,590","26,400","11,610",0,0,0,0,0,40,"2,400","5,233,671","7,800","5,304,377","6,700","2,441,942","7,140","97,523","5,270","193,078","4,960","148,573","2,380","15,434","2,050","125,286","6,050","784,123","1,830","140,047",180,30,159,"1,160","34,725","5,180","1,351,758","3,890","70,706",50,12,440,"19,158","1,600","22,355",260,"2,656",0,0,"1,720","39,844","1,720","38,864",470,980,"6,080","477,927",50,"3,269","5,730","174,515",330,921,"5,630","40,368","5,940","58,237","6,070","64,138",660,486,"4,440","79,930",100,"1,017",510,351,"1,160","18,266","5,850","289,016",490,"21,993","4,250","181,965","7,790","4,535,509","7,790","1,118,762",220,"2,839",40,413,"4,500","31,388","3,020","15,085",240,141,0,0,0,0,330,691,160,"1,556","2,430","19,985",0,0,40,413,50,429,"7,670","1,118,721",0,0,0,0,0,0,0,0,0,0,"7,770","1,087,374","7,790","1,155,818","4,390","12,711","6,700","34,312","4,000","192,792","3,740","152,342","2,100","64,832","1,990","87,509"
UT,10,"3,960",290,"3,560",50,"3,750",170,"3,700",600,"12,170","5,600",0,0,0,0,0,0,"1,330","12,576,489","3,960","12,632,054","3,300","2,821,840","3,840","299,500","3,090","552,103","2,960","433,862","1,910","65,832",930,"69,014","3,500","4,500,736",850,"72,407",100,0,0,610,"18,320","3,260","3,580,895","2,130","55,565",0,0,250,"12,397",950,"14,037",130,"1,309",0,0,580,"13,418",580,"13,099",150,319,"3,380","1,115,246",0,0,"3,150","338,265",210,539,"3,020","40,537","3,300","32,545","3,380","74,736",280,281,"2,000","40,981",60,643,190,109,"1,230","84,198","3,300","869,646",590,"56,890","2,650","579,478","3,960","10,870,279","3,960","3,081,183",660,"13,423",20,244,"2,580","91,236","2,100","56,347",60,35,0,0,0,0,0,0,80,"1,097","1,320","22,036",0,0,20,272,20,135,"3,910","3,312,094",0,0,0,0,0,0,0,0,0,0,"3,950","2,989,946","3,960","3,146,246","2,180","22,088","3,570","137,491","1,750","388,408","2,200","518,908",850,"128,485","1,590","390,423"
VT,0,"328,540","173,560","120,560","28,210","295,400","15,590","152,970","183,250","565,300","137,630","11,900","4,100",20,"7,780","1,360","35,930","101,370","21,254,854","327,210","21,620,262","265,890","14,055,593","123,040","198,054","76,630","781,359","71,640","613,703","40,490","52,155","58,570","850,930","64,380","1,627,987","84,040","2,193,747","4,130","12,750","54,127","54,820","838,426","20,930","989,052","96,350","365,408","8,000","2,053","2,890","52,269","13,610","91,866","9,360","46,123","39,280","43,511","299,560","5,060,346","299,560","4,935,127","64,660","125,220","23,490","768,162","6,730","146,062","21,160","268,339","1,950","1,702","21,150","161,618","22,180","180,510","23,380","195,256","2,320","2,352","17,420","176,100",590,"3,587",950,549,"1,580","16,900","17,630","217,016",760,"10,419","48,130","290,766","258,020","15,837,948","255,530","2,524,295",420,"4,163","10,860","13,490","108,950","231,249","25,450","23,080","13,520","7,384","14,380","16,289","19,480","3,612","67,030","144,566","2,450","10,906","46,810","145,547","15,760","67,337","18,210","78,369","9,420","7,326","306,260","2,951,136","41,630","80,954","34,400","69,264","27,430","46,342","10,670","9,944","5,960","6,543","229,800","2,293,055","247,160","2,510,762","5,090","7,244","7,970","43,498","63,010","292,122","249,720","727,774","240,110","595,374","13,630","132,399"
VT,1,"5,480","3,410","1,720",200,"3,850",910,"3,520",870,"7,970",960,70,20,0,40,0,90,"3,240","-310,380","4,150","-306,099","1,160","29,544","1,990","5,070","1,330","8,683","1,220","6,083",140,358,"2,020","-20,909","1,800","18,331","1,020","12,063",510,40,191,0,0,930,"-60,572","1,130","4,281",20,4,10,184,310,"1,363",30,151,280,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,104,10,86,60,20,20,37,0,0,0,0,0,0,0,0,0,0,0,0,690,"1,325",360,"2,257",390,"1,932",0,0,"2,090","7,045",410,412,240,266,140,255,130,119,300,516,60,68,810,"1,571",20,36,0,0,470,688,"1,860","6,151","1,730","5,337",180,814
VT,2,"46,130","39,090","4,310","2,220","39,680","3,000","16,480","19,790","40,780","5,630","4,750","1,250",0,"3,500",680,"2,700","13,870","224,203","46,130","229,967","31,190","164,343","10,360","4,363","5,720","7,696","5,170","5,076",350,230,"6,020","18,900","4,250","3,239","7,970","37,831",360,500,"1,434",120,513,660,"-1,470","6,150","5,764",60,11,20,142,640,"1,635",150,536,"1,030",916,"45,690","520,309","45,690","500,081","11,170","20,228",440,"11,097",340,"7,210",170,405,190,65,280,"1,492",380,"1,468",410,"1,658",30,18,190,"1,518",0,0,10,13,30,207,210,236,0,0,100,48,"1,440","3,251","1,110",293,0,0,300,104,230,28,170,8,0,0,20,10,20,5,30,18,0,0,"4,960","3,705",990,"4,709","1,040","4,371",20,7,"35,690","26,320","11,520","9,797","9,450","8,373","2,410","1,546",760,668,630,641,"1,040",265,"6,260","4,115",0,0,0,0,"3,690","1,755","33,410","23,942","33,110","23,426",400,515
VT,3,"57,280","40,660","8,420","7,230","51,300","2,680","23,720","35,680","78,280","17,540","3,230","1,280",0,"1,960",450,"8,600","16,250","992,990","57,280","1,014,056","43,790","716,450","13,530","9,390","7,940","18,902","7,280","12,518","1,160",690,"9,750","86,543","6,170","15,299","12,560","138,703",580,"2,830","9,779","5,920","10,668","1,360","2,540","12,920","21,066",290,64,100,669,"1,610","4,349",840,"2,973","4,220","4,012","56,250","830,631","56,250","807,593","12,290","23,038","1,030","25,607",750,"14,991",500,"1,244",410,200,730,"4,093",890,"3,887",990,"4,472",100,172,510,"4,323",40,225,20,12,30,74,560,"1,175",30,259,"4,210","3,274","37,850","223,639","37,100","22,572",0,0,"1,570",589,"11,180","3,742",910,57,530,170,"2,050","1,060","4,120",669,"4,340","1,722",80,37,"8,430","14,682","4,260","19,082","4,380","18,021","2,130","1,138","52,600","130,739","15,820","42,490","12,980","37,043","8,930","15,087","1,570","1,322","2,370","2,261","30,010","18,830","35,640","34,930",0,0,0,0,"6,220","7,368","48,430","102,941","47,770","101,103",980,"1,838"
VT,4,"83,510","53,740","16,190","11,180","76,380","3,150","34,340","56,060","129,820","30,760","2,740","1,340",20,"1,370",230,"13,840","18,970","3,052,217","83,510","3,104,485","72,840","2,471,862","21,560","15,696","12,160","38,737","11,230","26,755","4,960","2,649","11,220","125,388","9,620","37,960","15,950","268,692",740,"4,670","19,957","13,980","98,232","2,530","12,821","23,530","52,268","1,380",322,250,"1,958","2,610","10,510","2,330","9,613","12,850","14,090","81,100","1,246,266","81,100","1,222,391","12,370","23,875","2,410","55,078","1,330","23,932","1,910","3,278",420,275,"1,970","10,628","2,220","11,891","2,390","13,039",300,252,"1,520","11,767",80,519,50,50,70,125,"1,450","4,635",70,749,"9,440","16,155","82,800","1,733,770","81,730","190,185",20,132,"5,340","3,924","29,730","32,001","3,250",298,"2,490","1,360","3,790","3,970","11,630","2,275","17,450","23,274",370,506,"8,900","22,502","7,800","29,450","8,100","32,813","4,720","2,890","81,420","324,863","13,480","28,106","11,450","23,477","12,010","22,574","2,000","1,752","2,190","2,280","67,960","158,188","71,910","184,560",10,38,0,0,"11,980","16,996","70,940","156,613","69,780","153,447","1,790","3,165"
