STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
AL,6,"184,500","47,980","116,080","16,130","174,030","5,270","107,790","114,450","6,960","422,500","1,360",460,330,570,0,"24,110","60,300","15,993,545","184,500","16,099,863","155,110","11,791,842","71,670","54,489","36,520","136,082","33,990","95,283","8,700","8,675","32,940","331,818","36,500","282,128","24,430","471,649","56,410","1,780,441","5,590","6,420","45,743","49,120","1,076,737","9,110","106,808","40,460","106,318","6,710","1,781",340,"4,177","3,390","22,443","3,200","17,026","7,770","6,345","90,710","40,227","166,980","3,668,934","166,980","3,584,886","39,890","84,048","17,520","469,032","6,070","98,226","13,690","52,742","3,290","6,426","13,910","22,638","17,170","81,562","17,320","85,887","11,160","4,773","12,780","95,987",180,"1,123",600,977,"4,050","7,972",270,"1,307","15,050","149,424","1,340","26,312","31,840","92,543","184,300","11,727,984","184,000","1,498,451",40,243,"3,210","7,252","42,690","49,443","9,700","1,040","1,030","1,959","13,600","16,550",0,0,"21,130","16,338","5,500","10,042","22,600","74,656","4,200","35,455","4,620","41,808","182,190","1,774,111",0,0,0,0,"53,910","174,664","8,420","7,361","1,170","1,867",830,"4,111","11,320","25,237",850,"4,856","10,720","18,191","166,570","561,863","183,180","1,449,008","183,500","1,535,491",80,140,0,0,"61,250","173,021","122,920","410,488","120,010","398,056","3,590","12,432"
AL,7,"286,600","38,880","232,770","10,990","270,920","8,540","169,180","145,280","12,870","745,890","1,470",280,710,480,0,"21,630","95,660","38,926,303","286,600","39,215,001","246,330","28,195,533","148,050","151,622","88,260","477,826","83,520","343,151","26,490","34,030","57,930","891,245","89,030","1,277,601","47,670","1,416,400","97,160","3,995,672","10,610","7,330","52,073","71,910","1,925,064","26,100","649,753","78,430","288,698","15,830","4,380","1,650","26,461","7,980","68,755","6,830","40,666","14,810","12,227","154,180","74,987","241,390","5,797,499","241,390","5,669,458","58,340","128,041","45,220","1,443,717","9,220","157,965","39,220","234,748","5,230","13,871","39,560","82,106","44,660","314,090","44,860","318,726","31,490","13,678","36,050","317,993",580,"3,400","2,220","2,691","1,090","1,138","1,250","5,728","40,950","557,460","2,790","75,041","69,880","310,258","286,450","31,302,331","286,200","4,611,862",130,999,"3,160","13,648","84,570","97,333","27,590","5,659","1,930","3,468","26,310","33,140",0,0,"41,930","32,321","8,200","12,073","41,110","179,331","3,090","22,477","3,830","35,621","283,860","4,781,335",0,0,0,0,"95,970","292,964","17,640","15,887",540,"1,102",820,"3,145","23,020","46,380",840,"3,630","17,330","37,363","228,690","865,650","285,690","4,514,529","285,950","4,725,388","2,360",740,950,447,"127,420","605,995","158,670","658,221","151,540","607,575","9,000","50,647"
AL,8,"82,290","8,040","71,880","1,590","77,910","2,800","56,760","21,900","4,250","224,620",240,30,170,40,0,"1,740","31,670","23,284,622","82,290","23,573,156","70,150","14,070,346","58,450","140,342","45,860","619,906","44,290","468,138","10,590","16,632","21,580","1,013,604","47,630","2,174,959","18,100","1,020,908","27,750","1,726,910","3,840","1,240","9,144","20,470","625,195","22,600","1,872,095","26,200","288,534","2,730",702,"2,780","77,928","7,020","86,585","1,690","16,447",0,0,"36,100","18,202","50,000","1,234,043","50,000","1,201,887","14,520","32,156","32,290","1,376,669","1,910","49,914","30,100","362,693","1,980","6,462","29,850","99,639","32,120","299,131","32,170","299,869","22,860","12,303","25,940","308,926",470,"3,314","2,160","1,802",0,0,"2,450","15,949","30,280","603,850","1,860","89,696","38,580","454,284","82,250","20,202,925","82,220","3,831,564",270,"4,502",670,"5,545","33,060","36,633","19,770","12,025",450,453,0,0,0,0,"13,060","9,983","1,910","2,491","18,340","145,332",0,0,730,"6,987","81,330","3,594,663",0,0,0,0,"25,310","48,237",0,0,0,0,240,847,"5,840","6,512",240,985,30,23,"21,230","70,922","82,160","3,794,931","82,250","4,031,578","28,270","19,954","38,880","50,483","51,770","734,281","30,260","292,534","24,040","185,656","7,380","106,878"
AL,9,"12,910","1,270","11,260",210,"12,350",370,"11,380","2,050",650,"36,140",0,0,0,0,0,50,"5,390","8,713,234","12,910","8,845,919","10,650","3,918,293","11,360","71,755","9,730","345,536","9,520","276,005",690,"1,946","4,220","396,301","10,420","1,506,662","2,940","223,759","2,830","206,420",900,110,722,"3,180","104,067","7,950","1,886,917","6,220","132,685",170,43,"1,200","47,596","2,750","40,265",370,"4,040",0,0,"3,750","1,935","4,820","118,852","4,820","114,926","1,750","3,926","8,080","563,905",100,"5,782","7,670","200,738",390,"1,460","7,530","43,039","8,060","78,816","8,070","78,883","5,450","3,850","5,920","92,788",160,"2,068",700,435,0,0,"1,450","15,381","7,710","314,890",780,"52,261","8,200","234,172","12,900","7,795,042","12,900","1,895,306",240,"4,074",80,844,"5,990","19,655","5,480","9,301",20,10,0,0,0,0,0,0,190,147,"4,460","52,912",0,0,80,879,"12,710","1,761,635",0,0,0,0,50,53,0,0,0,0,40,149,0,0,40,212,0,0,"1,660","5,401","12,900","1,875,651","12,900","2,018,708","7,790","22,428","11,160","60,754","8,060","422,025","4,790","162,128","2,450","66,675","2,660","95,453"
AL,10,"6,940",730,"6,010",100,"6,620",210,"6,510",820,360,"19,230",0,0,0,0,0,0,"3,080","23,323,174","6,940","23,425,637","5,730","3,813,720","6,620","241,971","5,910","940,395","5,790","788,834",320,"1,520","2,360","354,455","6,290","9,215,546","1,450","196,275","1,270","81,557",580,40,232,"1,690","58,096","5,730","7,908,001","3,870","102,463",40,10,640,"30,561","1,980","30,294",220,"2,472",0,0,"1,320",676,"1,640","39,835","1,640","38,629",550,"1,206","5,300","1,671,651",20,"1,057","5,080","460,324",220,808,"4,890","50,295","5,290","52,207","5,290","54,736","3,130","2,931","3,130","52,857",120,"1,909",390,197,0,0,"1,870","63,273","5,160","1,389,195","1,020","99,069","5,360","1,123,171","6,930","20,489,211","6,920","5,665,337","1,110","17,457",20,235,"4,330","174,222","3,870","124,399",0,0,0,0,0,0,0,0,70,291,"2,730","51,146",0,0,20,236,"6,860","5,477,049",0,0,0,0,0,0,0,0,0,0,20,106,0,0,20,104,0,0,770,"2,577","6,920","5,491,115","6,940","5,824,570","4,140","31,484","6,310","243,477","3,630","989,620","3,290","636,598","1,070","127,511","2,520","509,087"
AK,0,"349,810","182,000","121,340","36,260","322,130","13,330","142,980","223,930","19,530","641,450","9,130","5,190",30,"3,900","2,180","52,780","81,820","29,233,555","346,180","29,504,376","281,360","18,539,591","96,580","158,144","75,390","505,660","67,000","360,063",610,724,"58,670","968,960","69,990","2,532,637","28,330","885,179","66,050","2,521,311","1,500","33,540","298,654","45,270","777,101","19,780","1,767,347","68,440","270,821","5,760","1,539","2,230","52,414","7,200","59,479","4,710","25,445","10,000","8,620","92,010","33,504","323,200","5,632,297","323,200","5,526,572","53,190","105,725","20,110","734,417","4,350","102,872","5,650","19,573","4,740","6,405","17,800","124,223","18,880","116,996","19,080","119,006","3,430","1,881","15,690","186,207",460,"3,121","1,700","1,983","2,370","6,350",990,"17,777","14,770","257,878",760,"36,457","57,850","444,634","298,610","23,006,197","300,180","4,018,778",390,"4,599","3,510","6,579","74,250","69,420","21,460","15,868",690,"1,082","15,430","14,543","20,390","3,920","19,130","15,647","3,620","5,309","45,370","175,084","10,600","96,719","11,180","100,287","327,670","4,631,285","57,780","105,491","44,170","77,940","82,980","278,553","9,540","8,094","6,420","5,996",770,"1,564","9,590","20,898",860,"1,939","27,560","48,508","271,230","743,763","293,170","3,949,368","301,200","4,216,090","9,580","13,478","13,190","54,281","90,460","570,394","247,830","981,466","241,230","820,431","8,200","161,034"
AK,1,"6,450","4,460","1,180",580,"4,780",450,"2,380","3,300",160,"9,760",80,50,0,30,0,440,"1,830","-278,329","2,820","-275,106",980,"49,153","1,180","4,399",670,"3,695",600,"2,695",0,0,"1,660","-64,348","1,000","13,355",200,"3,935",390,"7,705",110,240,"2,780",0,0,800,"-140,099",700,"3,223",80,30,20,173,160,"1,269",40,202,90,101,"1,040",340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,221,20,227,20,9,80,8,0,0,0,0,10,1,20,1,30,2,0,0,360,959,200,"2,457",220,"2,401","3,630","22,151",540,867,480,729,"1,060","4,019",80,72,160,216,20,168,0,3,30,165,"1,530","2,745","4,720","10,668",190,214,610,"1,405",30,42,0,0,230,617,"3,550","21,353","3,420","17,491",170,"3,863"
AK,2,"40,520","34,420","2,240","3,020","35,340","2,610","14,140","20,730",790,"37,570","3,080","2,000",0,"1,080",860,"4,630","7,070","177,471","40,520","180,269","23,570","117,171","4,910","1,663","4,440","4,620","3,550","2,544",20,12,"4,530","8,839","2,640","2,998",820,"3,701","2,040","10,445",40,"1,830","9,367",160,592,410,"-5,576","4,190","2,798",40,9,0,0,190,584,90,233,260,214,"4,480","1,014","40,270","429,653","40,270","419,717","5,340","9,936",250,"5,392",180,"3,218",20,41,50,54,120,618,160,622,160,631,20,10,100,"1,191",10,64,0,0,10,89,0,0,100,152,0,0,760,965,"11,520","7,677","12,630",784,0,0,50,21,540,16,270,3,0,0,80,7,40,2,130,3,0,0,"3,710","2,378",460,"4,745",500,"4,939","28,120","51,419","13,890","16,007","13,550","14,477","4,430","16,263",810,703,350,237,50,62,90,97,50,58,"3,970","6,607","22,870","46,952","12,350",768,"15,540","3,297",0,0,0,0,"8,210","1,050","25,660","49,169","25,480","47,506",240,"1,663"
AK,3,"50,090","37,290","4,440","6,890","46,460","1,750","17,410","39,470","1,970","68,300","2,030","1,200",0,830,910,"11,620","8,520","874,782","50,090","884,443","39,940","620,028","6,640","3,573","5,780","9,154","4,640","5,666",30,14,"8,070","50,542","4,250","9,912","1,690","13,225","5,090","58,811",120,"8,750","79,308","3,110","6,797",780,"-1,393","8,000","9,661",150,37,30,394,410,"1,291",330,"1,135",690,610,"7,930","2,063","49,600","726,337","49,600","714,829","6,160","11,508",480,"11,244",290,"5,599",90,86,100,53,300,"1,744",370,"1,495",380,"1,569",60,28,240,"2,372",0,0,30,25,60,209,20,69,260,"1,073",30,295,"4,030","2,731","35,100","196,182","35,930","19,514",0,0,110,45,"7,930","2,167",470,18,20,6,"2,280","1,139","4,270",708,920,257,80,23,"6,710","9,895","1,410","12,952","1,440","12,825","47,270","148,109","26,260","50,348","20,270","42,123","8,960","31,602","1,880","1,599","1,090",740,140,190,430,736,160,216,"5,350","8,634","39,990","88,282","32,320","17,347","35,640","27,672",0,0,0,0,"5,050","5,243","43,700","125,651","43,440","124,590",360,"1,061"
AK,4,"77,590","49,320","12,910","12,160","72,850","2,210","26,750","60,250","4,660","128,140","1,940","1,020",20,900,380,"17,050","12,270","2,855,458","77,590","2,878,312","68,340","2,307,108","12,020","6,889","10,060","17,998","8,310","11,021",60,57,"10,410","103,993","8,800","29,645","2,980","33,189","9,130","172,909",160,"9,530","88,517","7,980","58,117","1,520","-2,240","12,220","22,854",450,107,130,"1,159",750,"2,584",890,"3,561","2,270","2,071","15,990","4,486","75,970","1,202,628","75,970","1,187,259","8,110","15,369","1,610","39,082",770,"15,540",360,264,370,294,"1,160","5,839","1,340","5,680","1,380","5,852",280,174,"1,050","9,804",40,280,80,106,400,"1,332",20,180,950,"5,234",40,429,"8,890","15,394","77,020","1,598,342","76,570","173,134",0,0,870,407,"21,020","10,204","1,670",86,100,103,"4,350","4,405","12,470","2,561","3,940","2,632",380,228,"8,190","20,252","3,890","32,143","3,920","31,220","75,650","349,952","15,960","37,555","9,840","20,590","17,920","62,756","2,560","2,112","2,560","1,850",170,267,"1,480","2,687",180,305,"5,700","9,489","72,600","174,332","74,170","162,938","74,980","184,556",10,8,0,0,"13,380","19,732","63,850","185,010","63,410","181,702",600,"3,308"
AK,5,"51,910","26,960","16,140","6,730","48,410","1,670","20,430","36,820","3,400","98,620","1,090",540,0,550,30,"8,850","12,190","3,199,366","51,910","3,224,925","44,470","2,463,690","13,290","9,792","9,950","23,093","8,570","14,475",70,64,"8,040","103,321","8,970","44,685","3,800","56,884","10,140","291,283",180,"4,720","42,809","7,980","117,858","1,840","14,419","10,640","25,559","1,030",254,160,"1,727",760,"3,347",930,"4,198","2,410","2,203","14,490","4,782","49,470","874,882","49,470","859,337","8,110","15,544","2,440","59,860",820,"17,042",580,695,540,474,"2,050","9,599","2,230","10,270","2,250","10,382",420,232,"1,890","17,946",60,625,140,202,760,"2,077",40,55,"1,480","9,890",50,"1,301","8,020","21,582","51,820","2,241,584","51,720","273,267",10,46,930,"1,000","11,710","8,175","2,380",202,110,183,"3,010","3,095","3,590",648,"3,420","2,909",580,562,"6,100","20,379","2,460","22,391","2,470","22,336","51,060","378,561","1,130",714,40,21,"13,390","48,334","1,450","1,202","1,330","1,363",110,215,"1,380","3,163",130,286,"4,150","6,744","49,180","134,619","51,370","265,092","51,530","287,671",20,23,0,0,"12,590","28,604","39,220","119,288","38,670","115,850",740,"3,438"
AK,6,"35,820","13,560","17,760","3,420","33,270","1,170","15,580","23,050","2,310","77,390",470,200,10,260,0,"4,770","10,420","3,105,485","35,820","3,128,491","30,220","2,274,758","12,450","10,387","8,860","26,478","7,920","17,210",90,84,"6,280","88,319","8,230","59,930","3,830","73,532","9,390","347,838",180,"3,190","29,532","7,170","137,310","1,770","23,274","7,920","23,006","1,020",259,170,"2,170",690,"3,634",620,"3,693","1,460","1,069","11,830","4,503","33,110","664,904","33,110","650,692","7,070","14,212","2,700","69,649",670,"16,064",680,776,620,687,"2,390","12,043","2,530","12,797","2,560","12,911",460,259,"2,230","22,163",50,381,160,204,890,"2,336",50,325,"1,690","13,567",70,"1,341","6,990","21,876","35,770","2,346,397","35,710","315,239",0,0,550,923,"6,980","6,109","2,480",300,110,210,"1,900","1,847",0,0,"2,610","2,358",550,652,"4,730","17,488","1,100","11,365","1,150","11,728","35,360","385,053",0,0,0,0,"10,400","36,958",870,705,520,694,80,183,"1,250","3,403",100,205,"2,490","4,322","30,290","98,749","35,560","309,131","35,640","329,134",0,0,0,0,"10,960","32,991","24,780","88,695","24,200","85,429",740,"3,265"
AK,7,"63,340","12,740","46,660","2,890","58,630","2,450","30,590","33,470","4,450","158,990",420,180,0,240,0,"4,950","20,290","8,735,919","63,340","8,804,236","53,780","6,119,623","29,150","32,688","21,690","98,879","20,010","64,986",210,298,"13,400","272,544","21,340","302,266","9,680","306,843","21,390","1,030,848",420,"4,480","38,603","13,450","307,655","5,370","132,290","16,760","68,317","2,330",664,710,"11,787","1,850","12,720","1,360","8,104","2,840","2,352","25,740","11,315","57,010","1,305,618","57,010","1,277,341","13,380","28,277","6,330","192,027","1,240","30,028","1,760","2,706","1,600","2,157","5,810","35,602","6,080","36,809","6,150","37,283","1,200",609,"5,240","59,002",130,748,520,698,240,307,180,"1,062","4,800","57,154",210,"5,368","17,120","80,157","63,310","7,146,585","63,280","1,091,341",50,329,760,"2,426","16,660","16,526","7,380","1,604",260,459,"3,810","4,049",0,0,"6,120","5,665","1,360","2,120","10,120","49,518","1,080","10,666","1,210","12,388","62,770","1,171,200",0,0,0,0,"20,900","66,873","1,910","1,701",410,896,140,356,"3,680","9,074",170,488,"4,360","9,955","45,880","171,892","63,150","1,074,815","63,200","1,132,602",680,153,250,132,"26,350","131,106","36,810","168,892","35,080","154,254","2,200","14,638"
AK,8,"20,240","2,690","16,890",480,"18,730",940,"12,460","6,150","1,500","52,680",30,10,0,20,0,460,"7,560","5,702,679","20,240","5,768,414","16,970","3,314,353","13,490","34,088","11,020","135,602","10,540","94,804",100,133,"5,130","237,836","11,600","570,885","4,490","288,647","7,510","525,032",220,750,"7,123","4,550","121,141","4,850","418,590","6,150","65,735",620,169,730,"20,091","1,480","17,306",330,"3,088",0,0,"9,120","4,310","15,700","378,696","15,700","369,286","4,350","9,411","4,540","182,090",360,"13,041","1,550","4,078","1,100","1,941","4,270","35,613","4,430","33,927","4,460","34,316",800,415,"3,700","52,516",120,668,510,574,0,0,330,"2,989","3,890","71,616",190,"5,770","9,410","106,769","20,240","5,030,039","20,230","967,994",70,883,200,"1,489","7,320","9,607","4,990","3,510",100,121,0,0,0,0,"1,980","1,821",580,"1,323","4,280","35,775",0,0,240,"2,191","20,030","936,025",0,0,0,0,"5,920","11,748",0,0,0,0,40,96,"1,270","1,735",60,194,10,12,"5,220","16,790","20,220","958,387","20,240","1,018,563","6,690","4,720","9,520","12,700","11,710","168,043","8,430","84,416","6,750","55,066","1,990","29,350"
AK,9,"2,670",380,"2,180",70,"2,540",70,"2,170",510,180,"6,910",0,0,0,0,0,10,"1,140","1,786,850","2,670","1,814,988","2,160","747,523","2,330","18,386","1,980","68,270","1,920","52,095",20,23,790,"85,678","2,120","320,248",620,"60,583",730,"54,544",60,40,510,600,"18,582","1,490","386,552","1,190","28,138",40,10,190,"8,079",520,"8,778",70,765,0,0,"1,070",525,"1,560","37,455","1,560","36,349",510,"1,105","1,110","68,485",30,"2,340",370,"2,113",240,476,"1,060","11,823","1,090","9,449","1,100","9,742",120,67,840,"13,813",20,206,170,92,0,0,170,"2,404",990,"33,711",80,"6,087","1,740","52,158","2,670","1,628,232","2,670","401,121",50,580,20,259,"1,280","6,644","1,150","4,313",0,0,0,0,0,0,0,0,70,227,770,"9,874",0,0,20,259,"2,630","390,788",0,0,0,0,0,0,0,0,0,0,10,27,0,0,0,12,0,0,350,"1,072","2,670","394,477","2,670","423,112","1,490","4,029","2,350","13,200","1,500","78,348","1,150","45,364",580,"16,846",650,"28,517"
