STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
IL,5,"888,020","471,230","260,700","127,180","835,800","29,140","492,580","626,670","37,390","1,586,140","7,390","2,420",30,"4,930",40,"113,630","240,640","54,724,583","888,020","55,151,196","754,210","41,825,793","260,440","159,937","169,610","497,089","161,000","337,543","24,090","11,089","117,800","1,146,667","165,930","811,567","91,940","1,392,916","185,780","4,707,886","8,120","80,910","1,301,010","166,080","2,698,256","39,430","487,827","174,590","426,613","21,570","5,357","1,590","16,952","14,830","86,857","17,900","92,574","48,780","45,995","313,610","107,117","813,890","14,432,860","813,890","14,131,793","152,550","301,067","74,130","1,770,554","27,670","504,000","58,090","179,785","13,710","21,207","63,220","386,900","73,310","534,504","73,640","537,678","12,100","14,248","55,090","385,724","1,080","6,872","1,670","2,453","19,390","33,314",750,"2,545","53,380","264,285","2,690","31,131","136,580","318,345","885,670","38,154,406","883,510","4,643,036",80,841,"15,540","21,959","222,030","180,277","49,030","4,172","4,480","8,751","54,050","68,476","51,080","9,034","84,900","62,419","20,020","21,164","85,510","234,147","28,710","215,139","31,020","219,620","871,590","6,133,829","11,090","6,527",520,267,"190,150","591,054","30,750","28,172","14,570","20,555","3,140","15,613","25,210","62,339","3,410","18,169","55,890","89,191","843,870","2,141,598","876,950","4,462,759","879,380","4,726,243",210,240,20,12,"213,820","422,889","671,940","1,826,966","661,500","1,785,043","14,060","41,923"
IL,6,"594,150","233,410","287,430","58,330","557,940","19,950","350,360","385,550","28,830","1,220,300","2,990",650,0,"2,340",0,"55,230","189,160","51,511,274","594,150","51,876,503","499,210","37,718,713","235,100","166,806","162,840","588,246","155,290","404,918","24,030","10,953","85,490","943,535","155,790","1,041,279","83,950","1,632,998","156,750","5,343,792","7,980","53,590","814,733","133,660","2,804,542","35,050","552,242","122,760","365,229","18,620","4,810","1,780","21,418","12,380","85,068","11,650","73,945","26,580","19,017","244,050","95,900","516,570","10,506,948","516,570","10,260,765","119,560","246,184","77,580","1,885,510","21,090","415,527","63,470","261,420","12,490","21,009","69,880","444,222","77,030","633,025","77,320","633,560","11,640","11,315","61,850","443,553","1,090","7,030","2,070","2,704","19,510","31,447",980,"3,188","58,060","310,149","2,760","36,380","118,870","322,610","593,160","38,723,685","592,140","5,194,392",130,"1,019","7,800","16,272","147,450","139,063","52,100","5,714","3,860","8,386","37,300","46,088",0,0,"64,360","49,805","17,270","20,465","63,830","192,704","11,550","79,482","12,930","88,934","587,530","6,168,385",0,0,0,0,"144,430","456,241","23,220","20,741","4,870","9,043","1,460","7,061","20,880","51,607","1,550","8,046","31,820","51,463","513,480","1,560,613","590,030","5,055,330","590,980","5,279,343",280,275,10,3,"175,580","459,012","417,250","1,345,549","406,700","1,299,720","13,810","45,829"
IL,7,"993,380","217,990","713,320","46,100","934,890","33,500","603,940","529,810","57,240","2,444,180","2,530",570,10,"1,950",0,"53,770","332,530","136,642,155","993,380","137,734,338","844,470","97,447,869","518,970","512,154","406,010","2,234,386","390,230","1,580,392","29,060","16,703","166,050","2,603,147","390,250","4,738,032","183,120","5,431,970","295,660","14,236,449","18,580","77,740","1,160,265","226,980","5,607,413","96,330","2,329,242","261,870","1,092,183","51,750","14,290","8,610","140,219","30,540","271,817","28,730","181,732","51,990","42,179","500,890","227,209","839,620","19,440,915","839,620","18,997,787","202,860","443,128","153,750","4,438,397","33,780","772,005","129,360","821,267","22,230","42,308","141,290","1,097,692","152,960","1,396,292","153,520","1,397,409","21,130","18,047","122,240","1,052,468","2,100","15,129","4,820","6,891","5,040","4,580","3,720","17,253","127,090","1,033,082","7,000","135,234","286,840","1,099,178","992,690","111,452,529","991,820","16,999,204",560,"6,050","7,550","26,411","333,740","335,882","151,690","28,126","10,190","20,242","81,030","108,941",0,0,"137,050","108,490","33,940","37,951","129,720","513,171","7,970","50,386","10,880","70,530","985,900","17,955,245",0,0,0,0,"306,570","911,730","55,510","53,001","3,240","7,661","1,700","5,297","59,710","129,686","1,790","5,959","55,990","119,807","722,140","2,650,610","990,390","16,663,322","991,140","17,267,530","12,500","3,392","4,030","1,393","405,460","1,764,266","585,750","2,442,486","555,790","2,237,544","38,630","204,941"
IL,8,"364,690","50,940","301,330","8,980","344,090","12,860","242,010","108,550","27,490","999,850",230,60,0,160,0,"6,440","118,140","104,985,860","364,690","106,211,516","315,150","69,874,342","253,040","514,409","241,840","3,213,000","235,730","2,372,217","5,650","6,190","73,610","2,919,016","239,630","8,632,122","81,100","4,544,484","95,510","6,601,594","7,560","15,780","244,600","71,570","2,037,790","81,970","5,817,785","105,310","1,225,656","16,020","4,309","13,750","394,265","25,310","328,999","6,390","61,057",0,0,"189,100","92,758","261,490","6,343,270","261,490","6,203,558","62,000","139,712","103,210","3,901,292","8,720","310,024","92,640","1,325,253","9,990","23,893","96,030","1,182,689","102,950","1,011,528","103,150","1,014,854","11,980","9,845","84,060","1,117,622","1,440","12,669","3,670","4,193",0,0,"7,110","48,118","92,570","1,208,958","5,040","175,946","179,950","1,426,525","364,570","93,222,439","364,460","18,173,788","1,110","14,817","1,580","9,471","173,420","180,763","119,740","64,948","4,700","5,551",0,0,0,0,"51,990","42,776","11,870","14,115","66,730","487,399",0,0,"1,970","12,928","361,980","17,656,677",0,0,0,0,"123,500","240,846",0,0,0,0,540,"1,742","29,660","37,337",580,"1,958",70,31,"73,550","230,763","364,280","17,993,025","364,570","18,915,901","161,010","125,802","190,720","235,836","216,740","2,620,583","146,570","1,348,120","117,350","873,070","35,180","475,050"
IL,9,"62,130","7,500","52,730","1,340","58,970","2,110","50,310","10,340","4,980","181,050",0,0,0,0,0,250,"19,800","41,911,999","62,130","42,597,534","53,580","23,776,726","53,880","264,503","52,320","1,828,388","51,350","1,391,506",580,"1,262","14,950","1,292,138","53,390","6,094,349","12,910","1,131,588","11,490","826,113","1,170","1,480","24,666","10,410","344,734","28,950","6,169,821","24,730","685,535","1,080",271,"6,720","300,223","9,420","159,057","1,250","13,783",0,0,"23,640","12,133","30,310","738,737","30,310","721,436","7,660","17,302","31,820","1,661,667",580,"42,974","29,680","1,010,024","2,070","5,848","29,540","539,098","31,790","316,776","31,810","318,389","2,170","2,655","25,670","437,243",550,"7,118","1,050",857,0,0,"5,460","53,380","29,650","690,389","2,180","102,379","40,340","666,383","62,100","38,835,112","62,100","9,761,413","1,150","17,654",160,"1,167","36,210","121,517","33,510","72,210",70,43,0,0,0,0,40,24,"1,580","2,454","17,710","231,579",0,0,190,"1,376","61,650","9,479,122",0,0,0,0,170,154,0,0,0,0,70,221,0,0,80,292,0,0,"4,970","15,215","62,070","9,639,896","62,130","10,318,854","45,050","144,442","55,130","268,048","37,370","1,635,896","24,390","787,323","11,890","269,286","14,200","518,037"
IL,10,"33,090","3,830","28,120",710,"31,420","1,090","30,110","4,380","2,530","97,390",0,0,0,0,0,40,"11,420","135,324,844","33,090","136,180,314","27,260","34,194,993","31,480","2,440,796","30,150","6,479,318","29,690","5,184,236",310,"2,733","8,250","1,551,083","31,070","60,815,838","6,190","1,194,370","5,350","487,255",570,390,"6,654","5,300","186,868","23,740","25,500,233","16,840","855,470",270,67,"5,400","345,837","8,330","162,746",630,"6,992",0,0,"8,060","4,170","10,150","246,148","10,150","240,312","2,600","5,836","22,930","7,914,861",120,"14,095","21,900","4,304,466",980,"20,480","20,900","625,143","22,920","228,524","22,920","233,658",830,"2,628","15,570","285,782",440,"7,697",570,414,0,0,"8,980","1,146,429","22,010","5,992,656","4,060","188,011","25,460","3,557,372","33,060","123,677,945","33,050","34,900,610","4,430","80,772",50,351,"24,400","1,084,751","22,640","759,934",30,22,0,0,0,0,0,0,530,"1,917","12,660","442,698",0,0,60,369,"32,900","37,804,184",0,0,0,0,0,0,0,0,0,0,30,130,0,2,30,118,0,0,"2,280","7,482","33,030","33,815,859","33,090","36,218,841","24,120","315,304","30,780","1,566,465","14,560","3,026,699","18,370","4,595,027","5,300","866,217","14,610","3,728,810"
IN,0,"3,261,810","1,606,320","1,172,490","407,270","3,087,950","93,930","1,594,030","2,254,940","104,910","6,066,390","44,770","23,740",120,"20,920","6,770","533,710","883,460","239,434,663","3,217,980","241,412,731","2,622,180","157,364,494","881,120","1,093,748","559,550","4,145,829","532,660","3,101,305","45,200","30,690","460,140","5,902,985","560,810","22,244,682","353,590","7,645,286","665,820","13,751,449","47,450","179,650","2,096,104","511,390","8,294,541","159,400","17,396,968","596,950","1,978,068","53,990","13,963","12,360","321,285","64,570","518,861","38,040","206,062","114,710","98,229","972,040","372,189","3,031,940","54,333,105","3,031,940","53,084,734","608,930","1,248,370","163,310","7,346,698","44,480","981,642","153,290","2,197,508","8,560","19,076","137,180","593,288","162,100","1,223,574","162,680","1,234,389","86,810","47,796","113,230","1,008,724","1,710","12,019","4,830","6,161","13,610","24,916","6,740","86,012","133,970","3,535,109","12,520","425,585","457,400","3,814,511","2,540,580","179,781,833","2,525,610","31,091,365","2,470","37,324","31,210","47,337","715,880","705,970","172,250","139,225","8,640","13,711","133,520","146,971","231,460","42,203","216,190","149,622","51,250","46,401","361,360","1,103,177","76,120","463,351","80,330","474,690","3,084,510","37,336,349","664,810","1,333,867","528,780","1,021,510","806,310","2,626,196","100,710","90,172","45,780","47,107","14,510","74,062","118,200","241,851","15,280","85,760","244,000","411,012","2,694,510","7,487,078","2,458,990","30,385,421","2,565,000","32,236,526","66,270","120,887","87,010","466,211","625,210","4,047,519","2,500,720","9,128,412","2,454,640","7,808,419","62,600","1,319,993"
IN,1,"66,530","44,780","12,260","7,850","51,740","6,650","25,980","37,760","1,070","104,230",630,510,0,120,0,"8,970","22,960","-1,869,995","22,700","-1,844,435","6,620","279,993","8,530","52,413","5,260","28,458","4,870","21,334",200,251,"11,420","-297,275","8,090","211,180","2,320","26,073","3,860","41,692","2,900",840,"11,130",60,105,"5,090","-758,180","4,850","25,560",120,29,30,418,"1,330","9,483",170,973,730,811,"10,450","3,604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,"1,279",50,"1,173",210,105,60,337,0,0,0,0,0,0,10,9,20,12,0,0,"2,720","6,692","2,260","18,856","2,380","17,593","40,480","214,946","7,160","13,721","6,600","12,481","13,090","47,432","1,100","1,004","2,000","2,383","1,770","21,900",40,128,"1,770","24,557","15,460","26,769","51,010","118,233",250,943,"3,590","8,975",150,180,0,0,"1,220","3,369","39,770","209,295","39,210","194,414",840,"14,881"
IN,2,"421,990","344,820","36,600","34,960","389,060","19,480","174,990","269,460","6,670","423,640","14,350","6,900",0,"7,450","2,730","56,260","116,190","2,118,500","421,980","2,148,288","287,640","1,497,560","64,700","20,670","33,610","33,020","30,990","21,316",770,328,"52,210","144,981","31,240","28,057","27,440","103,701","69,340","327,008","1,970","6,910","50,508","1,620","5,782","3,520","-23,993","46,990","29,788",350,80,50,163,"2,460","7,944",570,"1,992","2,530","2,268","62,650","17,044","419,690","5,165,597","419,690","4,973,117","100,140","192,480","2,280","51,567","1,750","38,353","1,050","2,177",900,562,"1,090","3,115","2,100","5,089","2,120","5,262",590,226,680,"4,933",20,102,20,12,140,363,40,89,"1,030","1,634",60,590,920,184,"8,500","17,591","6,210","1,818",0,0,730,296,"1,600",116,"1,020",30,0,0,100,38,60,16,60,28,20,5,"42,310","28,073","6,310","43,581","6,520","41,306","330,180","616,924","164,900","221,251","161,420","200,332","47,060","165,119","9,010","7,873","5,070","3,953","2,710","19,628","3,370","4,977","2,780","22,330","39,780","64,857","259,760","531,826","5,970","1,713","52,210","31,145",10,9,0,0,"14,520","6,333","324,680","592,092","323,750","588,932","1,440","3,161"
IN,3,"576,220","386,520","73,410","104,420","548,230","14,490","251,400","467,290","12,250","844,410","12,550","6,800",30,"5,730","3,130","142,010","149,040","9,886,377","576,220","9,981,119","421,650","6,749,319","92,670","42,330","47,270","78,235","44,030","50,011","1,490",792,"86,370","586,549","46,360","107,721","46,670","348,592","109,910","1,183,704","3,810","57,370","742,524","71,430","145,077","7,140","-17,063","83,280","94,742","2,060",465,150,"1,115","4,960","15,516","2,290","8,338","7,900","6,987","116,240","34,230","570,730","8,934,484","570,730","8,689,554","122,760","244,930","5,480","143,396","4,330","93,812","3,680","6,192","1,460","1,218","2,960","7,723","5,300","14,490","5,340","15,261","1,820",885,"1,930","13,029",40,219,80,74,460,867,70,193,"3,250","14,964",310,"3,420","35,490","22,388","347,550","1,863,317","342,220","185,303",0,0,"2,520","1,091","81,410","21,566","4,070",123,320,115,"20,870","10,176","45,730","7,189","10,370","3,403","1,690",422,"69,230","107,369","17,090","106,229","17,290","99,320","544,760","1,860,172","306,940","688,350","248,870","583,761","121,540","402,677","18,970","16,257","13,060","10,472","4,870","14,130","14,760","31,617","5,170","16,373","57,630","92,598","476,720","1,102,576","306,300","163,739","353,010","275,506",40,38,0,0,"39,130","37,681","516,470","1,622,110","514,510","1,615,699","3,270","6,411"
IN,4,"785,500","454,310","149,260","154,830","752,040","17,420","355,000","623,380","22,360","1,336,050","11,100","6,770",50,"4,280",890,"177,090","170,620","28,863,237","785,500","29,054,967","676,040","23,381,758","139,810","66,189","74,480","148,147","70,030","96,685","4,340","1,926","85,860","767,834","75,230","260,116","60,130","648,710","130,970","2,030,327","7,190","49,780","631,201","129,470","1,003,863","13,860","48,012","110,830","191,730","8,070","1,927",460,"3,876","8,460","32,687","7,490","29,882","26,580","23,693","199,030","63,146","770,790","12,723,410","770,790","12,478,244","119,300","245,166","14,700","404,582","9,060","182,843","12,810","28,063","1,620","2,585","8,360","21,855","14,470","51,297","14,570","54,388","6,130","4,202","6,450","42,310",150,831,260,661,"2,180","5,106",120,407,"10,560","83,336","1,900","29,035","78,820","113,880","774,490","15,616,360","768,800","1,687,067",30,256,"10,950","6,877","229,270","106,575","16,480",748,"1,590","1,837","35,230","37,405","142,680","27,702","52,860","32,084","9,290","4,420","62,610","147,151","28,910","167,796","29,040","160,941","770,300","3,503,058","176,550","404,898","111,570","224,754","194,410","631,829","21,000","17,823","17,270","16,684","2,530","8,949","25,970","55,284","2,760","11,254","53,440","86,678","739,810","1,829,818","743,890","1,580,500","751,400","1,741,154",100,205,10,7,"110,250","135,026","671,210","1,896,104","667,310","1,882,369","6,060","13,735"
IN,5,"478,040","214,910","183,630","62,460","456,720","11,200","241,770","345,740","17,270","938,800","3,940","2,080",20,"1,850",30,"77,120","131,280","29,398,301","478,040","29,591,961","413,510","23,009,541","129,220","73,452","76,680","205,068","72,660","136,886","7,250","3,348","60,230","659,773","76,630","411,498","55,110","828,489","105,510","2,156,489","7,200","25,060","263,706","100,220","1,692,851","15,720","136,806","90,530","193,660","9,410","2,314",550,"5,621","7,620","38,742","7,450","34,403","24,450","21,742","158,570","58,154","458,090","8,573,162","458,090","8,392,394","88,530","180,768","19,950","554,283","9,180","189,613","18,560","60,412","1,220","2,706","14,690","39,414","19,770","98,693","19,870","101,277","10,090","5,308","12,400","84,356",220,"1,553",400,647,"4,450","8,352",200,767,"14,840","128,658","1,900","37,936","70,630","153,073","477,150","20,082,287","476,090","2,402,212",30,234,"7,710","10,686","119,630","77,884","22,740","1,487","1,240","2,045","21,070","25,776","42,980","7,287","39,350","28,697","10,230","7,125","45,770","124,809","12,520","79,159","13,290","83,328","472,410","3,323,549","9,260","5,647",320,182,"124,170","421,275","12,350","11,100","5,530","7,758","1,110","4,992","14,890","31,414","1,210","6,024","31,310","50,522","460,150","1,299,466","473,020","2,324,328","474,180","2,468,362",60,76,0,0,"104,390","193,145","372,650","1,047,262","367,770","1,028,119","6,990","19,143"
IN,6,"313,570","83,380","200,210","23,710","299,110","7,670","171,000","210,030","12,670","734,280","1,230",400,10,810,0,"37,000","96,620","27,190,820","313,570","27,366,396","272,410","20,754,185","113,030","71,917","70,070","236,997","66,710","161,212","8,350","4,533","46,830","571,173","69,240","532,564","46,510","944,886","80,950","1,993,911","6,610","17,240","172,498","74,370","1,665,238","16,110","220,164","70,420","175,576","8,420","2,218",670,"7,795","6,280","38,744","5,650","30,873","18,260","14,695","124,870","53,176","293,270","6,407,501","293,270","6,272,475","64,330","135,026","20,300","555,781","6,790","147,105","19,400","84,403",790,"2,080","17,130","47,457","20,150","129,400","20,250","130,261","11,630","5,320","14,730","106,108",220,"1,426",550,734,"5,030","9,014",240,"1,150","15,270","132,192","1,330","26,708","61,310","164,917","313,220","20,018,661","312,710","2,547,972",30,244,"4,090","8,622","69,600","63,411","22,420","1,897","1,400","2,728","17,300","21,493",0,0,"30,330","22,863","9,120","7,853","36,780","109,410","5,350","29,494","5,820","35,765","310,920","3,164,260",0,0,0,0,"96,680","332,881","10,920","9,937","1,770","3,227",550,"1,852","15,550","34,863",580,"2,168","18,340","30,479","286,700","984,726","311,380","2,484,565","311,890","2,613,737",90,156,0,0,"86,070","215,188","226,950","764,570","222,420","743,038","6,390","21,532"
IN,7,"469,180","62,070","386,220","15,860","447,370","12,470","266,000","261,050","23,080","1,257,120",900,260,10,630,0,"32,740","144,550","63,236,114","469,180","63,706,073","413,590","47,419,015","222,840","194,101","156,030","779,439","149,770","551,668","18,280","12,061","82,470","1,417,188","154,710","2,138,121","82,880","2,644,494","129,050","4,114,895","12,590","19,960","195,976","102,900","2,806,144","44,940","1,250,149","135,350","469,959","21,220","5,821","3,090","47,552","14,700","121,638","11,100","65,622","34,250","28,033","228,680","107,182","418,890","10,057,465","418,890","9,861,317","89,620","196,148","50,300","1,585,769","10,920","247,830","48,850","335,719","1,290","3,848","45,760","152,651","50,090","429,785","50,250","431,072","30,840","14,661","39,200","309,041",510,"2,625","1,660","2,552","1,350","1,214","1,060","5,200","42,310","503,024","3,240","79,917","127,950","564,511","468,940","50,925,743","468,590","7,438,743",180,"1,854","4,030","14,000","143,170","151,191","55,930","8,257","3,260","6,105","38,950","52,083",0,0,"64,160","47,954","16,160","18,060","66,810","264,968","3,680","18,236","4,940","30,150","466,030","8,050,200",0,0,0,0,"167,710","539,994","27,350","26,178","1,080","2,630",720,"1,895","34,600","72,872",770,"2,226","28,030","59,102","385,330","1,502,619","467,560","7,287,552","467,960","7,603,947","3,080",863,"1,110",396,"181,630","772,248","286,750","1,214,937","274,840","1,131,898","16,540","83,038"
IN,8,"121,580","12,500","105,530","2,620","115,720","3,760","82,350","35,820","7,570","343,690",70,30,0,50,0,"2,430","41,140","34,577,302","121,580","35,002,302","105,610","21,793,075","83,860","175,587","72,230","919,749","70,170","687,472","3,820","4,688","26,700","1,137,152","74,190","3,140,878","26,750","1,545,624","31,080","1,573,841","4,060","2,310","26,069","25,670","788,487","33,930","3,133,493","39,560","425,000","3,980","1,021","4,390","119,345","11,430","138,373","2,470","24,260",0,0,"61,390","30,422","87,550","2,153,488","87,550","2,107,508","20,720","45,980","34,030","1,410,387","2,330","72,376","33,180","484,343",800,"2,694","31,900","164,148","33,970","333,114","34,020","333,902","18,980","11,246","26,590","288,982",370,"2,858","1,300","1,241",0,0,"1,940","12,314","31,160","594,972","2,210","99,521","61,230","733,732","121,550","30,249,999","121,520","5,773,838",350,"6,290",860,"4,888","53,970","63,907","34,240","19,717",810,869,0,0,0,0,"19,040","14,563","4,010","6,404","25,250","182,923",0,0,920,"5,450","120,470","5,579,170",0,0,0,0,"41,540","84,839",0,0,0,0,210,595,"9,030","10,696",210,743,20,7,"31,850","107,210","121,450","5,709,931","121,540","6,029,362","44,860","33,065","59,550","73,740","71,540","930,730","49,620","476,033","39,460","309,388","12,610","166,645"
IN,9,"19,440","1,960","16,930",400,"18,570",590,"16,460","3,250","1,360","56,440",0,0,0,0,0,80,"7,060","13,139,126","19,440","13,346,514","16,720","6,333,203","17,130","91,859","15,410","487,790","15,080","378,770",470,"1,119","5,250","434,140","16,150","2,086,234","4,010","318,163","3,600","207,234",730,150,"1,998","3,740","122,040","11,270","2,915,123","9,300","207,388",280,69,"1,920","83,058","4,160","63,630",570,"6,416",0,0,"7,490","3,858","9,630","237,109","9,630","231,205","2,620","5,903","9,810","601,187",120,"8,021","9,500","322,729",290,981,"9,260","73,428","9,790","97,370","9,800","98,034","4,360","3,489","7,350","101,790",100,"1,120",380,152,0,0,"1,280","13,884","9,270","319,769",730,"54,261","13,200","381,930","19,420","11,914,894","19,420","2,945,563",340,"4,033",90,587,"10,490","46,561","9,370","23,945",20,12,0,0,0,0,20,18,540,"1,282","6,160","68,978",0,0,100,633,"19,240","2,808,284",0,0,0,0,100,150,0,0,0,0,40,121,0,0,20,64,0,0,"2,240","7,417","19,410","2,899,002","19,440","3,097,739","12,120","36,396","17,300","82,363","11,680","562,795","7,660","270,572","3,860","101,088","4,510","169,485"
IN,10,"9,780","1,070","8,450",180,"9,400",220,"9,080","1,170",610,"27,740",0,0,0,0,0,10,"4,000","32,894,881","9,780","33,059,546","8,410","6,146,845","9,340","305,230","8,500","1,228,926","8,350","995,951",230,"1,644","2,810","481,470","8,970","13,328,313","1,790","236,554","1,560","122,348",390,40,494,"1,910","64,954","7,840","10,492,457","5,850","164,665",80,19,"1,050","52,342","3,180","52,104",290,"3,303",0,0,"2,670","1,373","3,310","80,889","3,310","78,920",920,"1,969","6,470","2,039,746",20,"1,689","6,270","873,470",190,"2,402","6,020","83,497","6,470","64,336","6,470","64,932","2,360","2,459","3,900","58,175",90,"1,285",200,88,0,0,"1,790","52,008","6,280","1,756,560",850,"94,197","7,870","1,679,896","9,770","29,092,981","9,770","8,107,570","1,450","23,240",30,185,"6,670","174,422","5,970","83,021",0,0,0,0,0,0,0,0,200,830,"3,730","62,804",0,0,30,204,"9,720","8,215,786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,950,"3,187","9,770","7,933,148","9,780","8,366,599","5,780","49,899","9,050","309,705","4,780","1,191,004","4,960","1,035,437","1,520","213,474","3,950","821,962"
IA,0,"1,489,940","719,640","591,650","152,680","1,427,220","28,860","902,130","968,150","42,790","2,818,360","18,170","12,040",100,"6,030","4,670","187,890","427,510","115,645,771","1,474,290","116,932,229","1,210,230","74,390,531","568,360","876,818","332,870","2,346,743","317,200","1,725,600","35,820","40,459","216,190","2,773,874","329,430","8,875,376","194,570","3,990,937","316,740","7,197,524","76,170","106,220","900,563","272,960","4,665,902","103,090","8,519,457","324,910","1,286,458","35,600","9,185","8,260","175,675","50,560","416,263","24,910","131,723","66,700","51,836","491,510","193,712","1,367,430","25,110,041","1,367,430","24,522,102","281,060","587,939","92,810","3,594,974","31,450","770,125","75,480","1,048,697","15,310","19,888","78,120","454,953","90,950","687,873","91,310","691,436","62,710","38,446","57,180","469,258","1,340","7,563","3,580","2,581","6,310","9,251","3,790","50,854","72,670","1,265,787","8,340","308,787","268,850","2,192,821","1,219,660","87,427,218","1,209,930","14,667,232","1,150","16,476","12,640","16,982","353,740","341,561","101,580","32,433","6,460","11,894","74,820","80,042","104,250","20,008","89,380","63,831","23,550","29,587","190,450","644,401","42,840","318,536","44,550","323,573","1,415,330","17,106,727","260,540","499,673","202,740","377,321","359,780","1,183,054","56,830","49,995","21,470","17,553","3,800","14,944","72,110","150,378","3,880","17,638","107,260","179,102","1,228,770","3,440,372","1,176,260","14,325,685","1,223,160","15,297,680","31,290","52,484","47,790","200,624","352,470","1,998,425","1,092,280","3,797,279","1,060,290","3,244,148","41,700","553,128"
IA,1,"29,680","18,850","7,170","2,950","22,960","1,540","15,430","14,330",400,"48,900",350,310,0,50,20,"2,720","10,010","-1,365,522","14,060","-1,343,371","5,010","183,461","7,390","16,042","3,740","13,586","3,440","9,696",160,425,"5,980","-106,783","5,490","142,120","1,730","23,492","2,640","30,637","5,530",660,"7,333",20,69,"3,200","-333,512","4,290","22,151",100,24,30,274,"1,550","10,644",110,454,420,380,"5,750","2,144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,680,40,607,80,45,30,89,0,0,0,0,0,0,0,0,0,0,0,0,"2,870","7,655","1,190","12,789","1,240","12,632","19,370","86,947","3,940","6,846","3,290","5,286","5,500","20,898",570,511,760,738,420,"4,691",40,86,410,"5,391","6,970","12,148","22,770","56,034",110,591,"3,270","8,854",90,132,0,0,"1,270","4,216","18,520","82,263","18,190","77,062",480,"5,201"
IA,2,"148,710","124,230","10,900","11,940","138,740","5,050","71,080","98,550","2,420","140,990","4,090","2,820",10,"1,260","1,720","18,900","29,650","796,326","148,690","816,727","112,490","641,887","27,020","10,828","13,400","13,753","12,430","8,529",430,299,"19,000","53,583","13,060","18,170","7,730","31,604","14,970","69,626","2,990","3,860","22,465",410,"1,465","1,870","-10,501","19,210","20,401",140,30,30,175,"1,880","8,041",290,930,"1,310","1,095","16,550","4,617","147,410","1,743,549","147,410","1,697,821","23,630","45,728","1,290","38,816","1,100","30,453",340,"1,327",840,523,650,"2,432","1,220","3,549","1,230","3,574",460,187,350,"2,487",0,0,20,5,40,119,20,52,650,"1,046",50,789,480,635,"4,510","8,793","3,290",873,0,0,230,86,690,50,450,14,0,0,40,21,30,9,30,19,0,0,"16,870","12,004","2,910","25,260","3,010","24,793","124,960","216,667","61,770","80,267","60,020","71,914","16,520","59,014","5,180","4,428","1,740","1,125",660,"3,713",980,"1,097",680,"4,255","14,590","23,543","84,950","175,392","3,180",824,"21,660","13,367",0,0,0,0,"6,770","3,248","122,240","206,536","121,750","204,941",730,"1,595"
